"","dataset","tsid","longitude","latitude","ipccReg","Category","CategorySpec","recordRange","recordRes","recordResPlus","season","climInterp","source","direction","ka_0.5","ka_6","maxValAge","minValAge"
"143","ERDC_092BX.Palmer.2003","T2L_ERDC_092BX_d18o_sacculifer_SST_from_d18o_sacculifer",156.998,-2.225,"EPO","isotope","isotope",11500,700,700,"annual","T","Temp12k","positive",27.811,24.089,3900,6100
"144","ESM-1.Mackay.2012","R9q1L6RBaPd",101.0591,52.0269,"ESB","chironomid","chironomid",11177,376,365,"summerOnly","T","Temp12k","positive",13.275,13.053,2451,2861
"145","Etangd'yCorMontana.Welten.1982","RGzc1K1TEcO",7.48,46.31,"WCE","pollen","pollen",10643.48,131.73,129.715,"annual","T","Temp12k","positive",3.842,6.465,7551.62,1304.26
"146","EW0408_66JC.Praetorius.2015","T2L_EW0408_66JC_uk37_SST_from_uk37",-137.1045,57.8724,"NWN","alkenone","alkenone",7547.375,120,120,"summerOnly","T","Temp12k","positive",NA,9.558,9670,11928
"147","EW0408_66JC.Praetorius.2015","T2L_EW0408_66JC_d18o_pachyderma_SST_from_d18o_pachyderma",-137.1045,57.8724,"NWN","isotope","isotope",7753,14,14,"annual","T","Temp12k","positive",NA,7.154,7294,11916
"148","EW0408_85JC.Praetorius.2015","T2L_EW0408_85JC_uk37_SST_from_uk37",-144.1535,59.5554,"NWN","alkenone","alkenone",10881,149,147.5,"summerOnly","T","Temp12k","positive",NA,8.479,11090,11920
"149","EW0408_85JC.Praetorius.2015","T2L_EW0408_85JC_d18o_pachyderma_SST_from_d18o_pachyderma",-144.1535,59.5554,"NWN","isotope","isotope",11004.263,75.0410000000002,74.8360000000002,"annual","T","Temp12k","positive",6.627,6.002,3617.2,11685.86
"150","EW0408_85JC.Praetorius.2015","T2L_EW0408_85JC_d18o_bulloides_SST_from_d18o_bulloides",-144.1535,59.5554,"NWN","isotope","isotope",11004.263,75.0410000000002,74.8360000000002,"annual","T","Temp12k","positive",5.666,5.001,3475,1229.105
"151","FanLake.Foster.2016","WEB6df77dbb",-37.053,-54.497,"SOO","other biomarker","other biomarker",6284,53,53,"summerOnly","T","Temp12k","positive",4.659,9.47,3301,21
"152","Farewell.Hu.1998","PYTUWT2GQ7F",-153.63,62.55,"NWN","Mg/Ca","Mg/Ca",11530.923,192.281000000001,192.281000000001,"summerOnly","T","Temp12k","positive",4.075,4,9120.343,6817.192
"153","FauskeCave.Linge.2009","PYT0UICY9DO",15.81,67.22,"NEU","isotope","isotope",7494.4,25.6000000000004,25.6000000000004,"annual","T","Temp12k","negative",-6.862,-6.612,2795.5,7361.6
"154","Ferndale.Albert.1981","M2Luyrjjlf0P",-95.81,34.41,"CNA","pollen","pollen",7362,50,49,"annual","T","Temp12k","positive",17.013,17.116,264,5409
"155","Flarken.Berglund.1966","RFh4TAxf8GA",13.67,58.58,"NEU","pollen","pollen",10605.56,76.2200000000003,81.5499999999997,"annual","T","Temp12k","positive",4.601,5.312,7462.04333333333,10853.23
"156","Flarken.Seppa.2005","PYTU1B5B43Z",13.67,58.55,"NEU","pollen","pollen",8802.116,76.1230000000005,76.3055000000004,"annual","T","Temp12k","positive",5.723,7.74,7449.34,849.603
"157","Flotatjonn.Seppa.2009","PYTSP55UOX3",7.55,59.67,"NEU","pollen","pollen",8894.99,181.660000000002,181.125,"summerOnly","T","Temp12k","positive",11.411,12.478,7766.55,664.72
"158","FontaineHenry.Lespez.2008","RLAKtgjsUHn",-0.45,49.28,"WCE","pollen","pollen",4748,61.8100000000004,62.025,"annual","T","Temp12k","positive",8.168,NA,870.79,709.68
"159","Frozen.Rosenberg.2004","WEBd6c4bf1f",-121.467,49.6,"WNA","chironomid","chironomid",11361.075,241.725,241.725,"summerOnly","T","Temp12k","positive",13.015,12.641,11184.8,2482.695
"160","Gammelheimvatnet.Seppa.2009","PYT6ATFLR1S",17.75,68.47,"NEU","pollen","pollen",8854.48,131.18,131.18,"summerOnly","T","Temp12k","positive",11.149,12.099,6475.72,8968.1
"161","Gass.Webb.1983","M2Lgupr25mjP",-87.73,44.05,"ENA","pollen","pollen",10855,254,229,"annual","T","Temp12k","positive",7.468,8.288,5326,2125
"162","GB1.Gajewski.1991","M2Lf6mllgzvP",-75.25,55.11,"NEN","pollen","pollen",6390,324,324,"annual","T","Temp12k","positive",-5.318,-5.51,1003,5091
"163","GB2.Gajewski.1993","M2Lr2u9z69jP",-75.28,56.1,"NEN","pollen","pollen",7169,118,113,"annual","T","Temp12k","positive",-5.251,-5.36,1534,7019
"164","Gemini.Samartin.2017","RrR5q3ibRjl",10.0475,44.3894,"MED","chironomid","chironomid",11902,141,140.5,"summerOnly","T","Temp12k","positive",13.778,14.647,6471,11949
"165","GeoB10042_1.Setiawan.2015","RL64xxOUoVT_SST_from_planktic0x2EMgCa",104.6425,-7.1135,"SEA","Mg/Ca","Mg/Ca",5800,130,130,"annual","T","Temp12k","positive",NA,27.716,5530,7060
"166","GeoB10043_3.Setiawan.2015","R3VPL7rxXyk_SST_from_planktic0x2EMgCa",105.0587,-7.3092,"SEA","Mg/Ca","Mg/Ca",11400,220,220,"annual","T","Temp12k","positive",27.971,27.323,3920,7790
"167","GeoB10053_7.Mohtadi.2010","T2L_GeoB10053_7_d18o_ruber_SST_from_d18o_ruber",112.8725,-8.6765,"SEA","isotope","isotope",11690,60,60,"annual","T","Temp12k","positive",28.778,27.634,7930,8530
"168","GeoB10053_7.Mohtadi.2010","T2L_GeoB10053_7_d18o_bulloides_SST_from_d18o_bulloides",112.8725,-8.6765,"SEA","isotope","isotope",11690,60,60,"annual","T","Temp12k","positive",27.94,26.303,240,11610
"169","GeoB10069_3.Gibbons.2014","T2L_GeoB10069_3_mgca_ruber_SST_from_mgca_ruber",120.0153,-9.0099,"SEA","Mg/Ca","Mg/Ca",11518.977,74.1220000000001,74.1225,"annual","T","Temp12k","positive",26.975,28.391,10461.41,1525
"170","GeoB10069_3.Gibbons.2014","T2L_GeoB10069_3_d18o_ruber_SST_from_d18o_ruber",120.0153,-9.0099,"SEA","isotope","isotope",11518.977,74.1220000000001,74.1225,"annual","T","Temp12k","positive",29.099,29.263,7447.16,11696.71
"171","GeoB1023_5.Kim.2002","T2L_GeoB1023_5_uk37_SST_from_uk37",11.0117,-17.1572,"WSAF","alkenone","alkenone",11630,160,170,"annual","T","Temp12k","positive",20.019,21.423,6390,11940
"172","GeoB1023_5.Kim.2002","T2L_GeoB1023_5_d18o_bulloides_SST_from_d18o_bulloides",11.0117,-17.1572,"WSAF","isotope","isotope",11554,156,156,"annual","T","Temp12k","positive",19.751,20.243,7530,11424
"173","GeoB12605_3.Kuhnert.2014","RvgMFNdDqju_SST_from_planktic0x2EMgCa",39.1082,-5.5732,"SEAF","Mg/Ca","Mg/Ca",8375,28,28,"annual","T","Temp12k","positive",NA,29.115,7031,7793
"174","GeoB12615_4.Romahn.2014","T2L_GeoB12615_4_mgca_ruber_SST_from_mgca_ruber",39.8408,-7.1383,"SEAF","Mg/Ca","Mg/Ca",11156,192,192,"annual","T","Temp12k","positive",27.622,26.808,1370,7225
"175","GeoB12615_4.Romahn.2014","T2L_GeoB12615_4_d18o_ruber_SST_from_d18o_ruber",39.8408,-7.1383,"SEAF","isotope","isotope",11156,96,96,"annual","T","Temp12k","positive",27.337,27.81,7765,11922
"176","GeoB1711_4.Kirst.1999","T2L_GeoB1711_4_uk37_SST_from_uk37",12.3767,-23.315,"WSAF","alkenone","alkenone",11400,500,500,"annual","T","Temp12k","positive",18.845,19.374,7100,11800
"177","GeoB17419_1.Hollstein.2018","T2L_GeoB17419_1_d18o_ruber_SST_from_d18o_ruber",144.4997,-2.8147,"EPO","isotope","isotope",10128,418.099999999999,399.85,"annual","T","Temp12k","positive",28.924,28.235,3739.6,10511.7
"178","GeoB3104_1.Arz.1998","T2L_GeoB3104_1_d18o_sacculifer_SST_from_d18o_sacculifer",-37.7167,-3.6667,"NES","isotope","isotope",10370,370,370,"annual","T","Temp12k","positive",NA,26.951,6520,9450
"179","GeoB3104_1.Arz.1998","T2L_GeoB3104_1_d18o_ruber_pink_SST_from_d18o_ruber_pink",-37.7167,-3.6667,"NES","isotope","isotope",10370,370,370,"annual","T","Temp12k","positive",NA,25.718,7260,7620
"180","GeoB3129_1.Weldeab.2006","T2L_GeoB3129_1_mgca_ruber_SST_from_mgca_ruber",-36.6367,-4.6133,"NES","Mg/Ca","Mg/Ca",11740,165,160,"annual","T","Temp12k","positive",27.487,27.705,10590,11330
"181","GeoB3129_1.Weldeab.2006","T2L_GeoB3129_1_d18o_ruber_SST_from_d18o_ruber",-36.6367,-4.6133,"NES","isotope","isotope",11740,165,160,"annual","T","Temp12k","positive",27.735,27.624,4050,11470
"182","GeoB3129_1.Weldeab.2006","T2L_GeoB3129_1_d18o_sacculifer_SST_from_d18o_sacculifer",-36.6367,-4.6133,"NES","isotope","isotope",11660,170,170,"annual","T","Temp12k","positive",28.971,28.642,2630,11690
"183","GeoB3129_1.Weldeab.2006","T2L_GeoB3129_1_d18o_ruber_pink_SST_from_d18o_ruber_pink",-36.6367,-4.6133,"NES","isotope","isotope",11660,170,170,"annual","T","Temp12k","positive",27.872,27.307,1900,11400
"184","GeoB33131.Lamy.2002","T2L_GeoB33131_uk37_SST_from_uk37",-74.3,-41,"SWS","alkenone","alkenone",6940,83.5,84,"annual","T","Temp12k","positive",14.538,15.103,4964,13
"185","GeoB33131.Lamy.2002","T2L_GeoB33131_d18o_pachyderma_SST_from_d18o_pachyderma",-74.3,-41,"SWS","isotope","isotope",6878,46,46.5,"annual","T","Temp12k","positive",14.512,15.169,6274,2220
"186","GeoB3910_2.Arz.2001","T2L_GeoB3910_2_uk37_SST_from_uk37",-36.345,-4.245,"NES","alkenone","alkenone",10629,290,303,"annual","T","Temp12k","positive",NA,29.086,5692,12000
"187","GeoB3910_2.Arz.2001","T2L_GeoB3910_2_d18o_sacculifer_SST_from_d18o_sacculifer",-36.345,-4.245,"NES","isotope","isotope",10454,99,99,"annual","T","Temp12k","positive",27.658,28.885,6272,10481
"188","GeoB4905_4.Weldeab.2005","T2L_GeoB4905_4_mgca_ruber_pink_SST_from_mgca_ruber_pink",9.384,2.5,"CAF","Mg/Ca","Mg/Ca",11850,180,180,"annual","T","Temp12k","positive",29.502,30.043,6760,3130
"189","GeoB4905_4.Weldeab.2005","T2L_GeoB4905_4_d18o_ruber_pink_SST_from_d18o_ruber_pink",9.384,2.5,"CAF","isotope","isotope",11850,180,180,"annual","T","Temp12k","positive",28.127,31.042,7470,1040
"190","GeoB5844_2.Arz.2003","T2L_GeoB5844_2_uk37_SST_from_uk37",34.6817,27.714,"ARP","alkenone","alkenone",10938,301.8,299.5,"annual","T","Temp12k","positive",28.604,27.588,2354.4,11751.2
"191","GeoB5844_2.Arz.2003","T2L_GeoB5844_2_d18o_ruber_SST_from_d18o_ruber",34.6817,27.714,"ARP","isotope","isotope",9432,301.8,301.8,"annual","T","Temp12k","positive",27.149,27.051,9264,1407.6
"192","GeoB5901_2.Kim.2004","T2L_GeoB5901_2_uk37_SST_from_uk37",-7.0713,36.38,"MED","alkenone","alkenone",8790,20,20,"annual","T","Temp12k","positive",NA,19.556,9160,4480
"193","GeoB6518_1.Schefu.2005","T2L_GeoB6518_1_uk37_SST_from_uk37",11.2217,-5.5883,"CAF","alkenone","alkenone",11822,120,110,"annual","T","Temp12k","positive",24.692,23.939,331,8122
"194","GeoB6518_1.Schefu.2005","T2L_GeoB6518_1_d18o_ruber_SST_from_d18o_ruber",11.2217,-5.5883,"CAF","isotope","isotope",11822,142,142,"annual","T","Temp12k","positive",26.237,27.837,9149,11182
"195","GeoB65181_MBT.Weijers.2007","GHd6662417",11.2,-5.6,"CAF","other biomarker","other biomarker",11820.091,127.1455,114.625,"annual","T","Temp12k","positive",24.394,24.662,3982.1165,11861.515
"196","GeoB7702_3.Castaneda.2010","T2L_GeoB7702_3_tex86_SST_from_tex86",34.0667,31.652,"MED","other biomarker","other biomarker",11542,192,192,"annual","T","Temp12k","positive",24.688,23.387,9124,11684
"197","GeoB7702_3.Castaneda.2010","T2L_GeoB7702_3_uk37_SST_from_uk37",34.0667,31.652,"MED","alkenone","alkenone",11309,266,266,"winterOnly","T","Temp12k","positive",21.803,20.702,4458,11684
"198","GeoB7926_2.Kim.2012","T2L_GeoB7926_2_uk37_SST_from_uk37",-18.4517,20.2133,"SAH","alkenone","alkenone",11726.99,491.375,491.375,"annual","T","Temp12k","positive",20.106,20.47,6652,11953.6
"199","GeoB7926_2.Kim.2012","T2L_GeoB7926_2_tex86_SST_from_tex86",-18.4517,20.2133,"SAH","other biomarker","other biomarker",11726.99,491.375,491.375,"annual","T","Temp12k","positive",19.561,19.352,718,9656.5
"200","GeoB9307_3.Weldeab.2014","T2L_GeoB9307_3_mgca_ruber_SST_from_mgca_ruber",37.38,-18.565,"ESAF","Mg/Ca","Mg/Ca",11872,142,145.5,"annual","T","Temp12k","positive",25.293,25.725,10100,11743
"201","GeoB9307_3.Weldeab.2014","T2L_GeoB9307_3_tex86_SST_from_tex86",37.38,-18.565,"ESAF","other biomarker","other biomarker",11987.2,128.9,132.200000000001,"annual","T","Temp12k","positive",25.901,26.745,10355.6,1275.6
"202","GeoB9307_3.Weldeab.2014","T2L_GeoB9307_3_d18o_ruber_SST_from_d18o_ruber",37.38,-18.565,"ESAF","isotope","isotope",11872,149,152.5,"annual","T","Temp12k","positive",27.514,27.243,6606,11703
"203","GeoB9310_4.Weldeab.2014","T2L_GeoB9310_4_mgca_ruber_SST_from_mgca_ruber",37.0415,-19.2018,"ESAF","Mg/Ca","Mg/Ca",11527.484,97.3829999999998,98.4179999999997,"annual","T","Temp12k","positive",25.16,25.341,11300.48,10572.87
"204","GeoB9310_4.Weldeab.2014","T2L_GeoB9310_4_d18o_ruber_SST_from_d18o_ruber",37.0415,-19.2018,"ESAF","isotope","isotope",11527.484,90.3330000000005,91.3190000000004,"annual","T","Temp12k","positive",26.68,27.141,5406.512,10780.92
"205","GEOFAR_KF16_MgCa.Repschlager.2016","LPD736982dd_SST_from_Mg0x2FCa",-31.1283,37.999,"NAO","Mg/Ca","Mg/Ca",10734,78,75.5,"annual","T","Temp12k","positive",20.755,21.821,10716,10616
"206","GGC19.Farmer.2011","PYT6D3JR7SB",-155.51,72.16,"NWN","other microfossil","other microfossil",6096.47,134,134.8,"annual","T","Temp12k","positive",2.852,2.109,3513.4,5072.4
"207","Giecz.Milecka.2002","Rd6Oiv4cg6q",17.36,52.32,"WCE","pollen","pollen",8899.49,116.955,112.825,"annual","T","Temp12k","positive",7.814,11.981,3683.76,1325.82
"208","Giering.Bortenschlager.1976","RKyXg0f8sCz",12.36,47.47,"WCE","pollen","pollen",10782.9,154.110000000001,158.675,"annual","T","Temp12k","positive",5.133,5.026,9951.2,10970.58
"209","GIK17049_6.Jung.1996","T2L_GIK17049_6_d18o_bulloides_SST_from_d18o_bulloides",-26.725,55.26,"NAO","isotope","isotope",10800,97.5,97,"annual","T","Temp12k","positive",10.022,12.388,6857,776
"210","GIK17049_6.Jung.1996","T2L_GIK17049_6_d18o_pachyderma_SST_from_d18o_pachyderma",-26.725,55.26,"NAO","isotope","isotope",9009,338,319,"annual","T","Temp12k","positive",NA,9.81,6641,10140
"211","GIK17051_3.Jung.1996","T2L_GIK17051_3_d18o_bulloides_SST_from_d18o_bulloides",-31.99,56.1633,"NAO","isotope","isotope",11126,203,203,"annual","T","Temp12k","positive",9.774,10.764,6323,11356
"212","GIK17051_3.Jung.1996","T2L_GIK17051_3_d18o_pachyderma_SST_from_d18o_pachyderma",-31.99,56.1633,"NAO","isotope","isotope",10710,236.5,260,"annual","T","Temp12k","positive",6.267,10.15,6984,10555
"213","GIK17748-2.Kim.2002","PYTQY9TKRS3_SST_from_Uk37",-72.0333,-32.75,"SWS","alkenone","alkenone",10810,470,470,"annual","T","Temp12k","positive",NA,17.935,6310,11100
"214","GIK17940_2.Pelejero.1999","T2L_GIK17940_2_uk37_SST_from_uk37",117.3833,20.1167,"EAS","alkenone","alkenone",11932,122.5,123,"annual","T","Temp12k","positive",27.395,27.055,1178,11748
"215","GIK17940_2.Pelejero.1999","T2L_GIK17940_2_d18o_ruber_SST_from_d18o_ruber",117.3833,20.1167,"EAS","isotope","isotope",11951.75,27.5,27.375,"annual","T","Temp12k","positive",28.614,28.276,10033,8511
"216","GIK18287_3.Kienast.2001","T2L_GIK18287_3_uk37_SST_from_uk37",110.6615,5.663,"SEA","alkenone","alkenone",8592,207,207,"annual","T","Temp12k","positive",NA,29.287,4114,11780
"217","GIK18287_3.Kienast.2001","T2L_GIK18287_3_d18o_ruber_SST_from_d18o_ruber",110.6615,5.663,"SEA","isotope","isotope",8592,153.5,154,"annual","T","Temp12k","positive",NA,30.458,5019,11981
"218","GiK18515_3","R7fm0TgPac4_SST_from_planktic0x2EMgCa",119.36,-3.6298,"SEA","Mg/Ca","Mg/Ca",11767,50,50,"annual","T","Temp12k","positive",30.646,30.583,8643,1377
"219","GIK23258_2.Martrat.2003","T2L_GIK23258_2_uk37_SST_from_uk37",13.9685,74.9981,"ARO","alkenone","alkenone",11240,120,120,"annual","T","Temp12k","positive",8.833,10.07,10610,12000
"220","GIK23258_2.Martrat.2003","T2L_GIK23258_2_d18o_pachyderma_SST_from_d18o_pachyderma",13.9685,74.9981,"ARO","isotope","isotope",11330,34,34,"annual","T","Temp12k","positive",6.481,6.472,9558,12000
"221","GIK23258.Sarnthein.2003","WEB3c877daf",14,75,"ARO","other microfossil","other microfossil",11178,34,34,"annual","T","Temp12k","positive",4.025,2.987,9570,11600
"222","Gilltjarnen.Antonsson.2006","PYTRNLIY93N",15.83,60.08,"NEU","chironomid","chironomid",10236.573,147.971,145.304,"summerOnly","T","Temp12k","positive",13.977,13.125,2921.116,10706.78
"223","Gilltjarnen.Antonsson.2006","PYT6LCMKNSQ",15.83,60.08,"NEU","pollen","pollen",8743.89,89.4980000000005,89.0169999999998,"annual","T","Temp12k","positive",5.025,6.106,5754.065,7978.123
"224","GISP2.Kobashi.2017","LPD315357f3",-38.5,72.6,"GIC","other ice","other ice",11512,1,1,"annual","T","Temp12k","positive",-31.408,-30.584,7836,11369
"225","Glaswaldsee.EPD","RCdkGYUfpeV",8.25,48.43,"WCE","pollen","pollen",9898.45,50.1349999999993,50.6099999999997,"annual","T","Temp12k","positive",9.145,11.554,5648.94,2529.34
"226","Gloppsjon.Seppa.2009","PYTVPO5NXEA",16.53,59.83,"NEU","pollen","pollen",8971.748,108.8475,107.994000000001,"annual","T","Temp12k","positive",4.691,7.515,5764.649,96.101
"227","GodziszewskieLake.Miotk.1986","R2omRGlE3NW",18.55,54.09,"WCE","pollen","pollen",9308.78,83.8400000000001,83.52,"annual","T","Temp12k","positive",5.922,7.108,5089.89,9438.11
"228","GondoAlpjen.Welten.1982","Rc2ObsVyF57",8.11,46.21,"WCE","pollen","pollen",6426.31,143.08,145.4,"annual","T","Temp12k","positive",2.489,6.948,5946.36,852.6
"229","Gosciaz.Welten.1982","RgkQUSYm0tI",19.35,52.58,"WCE","pollen","pollen",10977.95,50.3099999999999,50.4449999999999,"annual","T","Temp12k","positive",6.841,10.59,3854.95,10092.02
"230","Gould.Anderson.2008","M2Lxbc1e0kaP",-69.32,44.98,"ENA","pollen","pollen",10918,225.5,233,"annual","T","Temp12k","positive",5.407,5.24,24,10771
"231","GraechenSee.Krisai.2006","Rn31CYQ7kF0",7.85,46.2,"WCE","pollen","pollen",8293.31,92.6100000000001,96.5800000000002,"annual","T","Temp12k","positive",2.939,5.994,8247.13,8055.57
"232","Graham.Fuller.1997","M2LrfsovzqmP",-77.35,45.18,"ENA","pollen","pollen",10979,39,39,"annual","T","Temp12k","positive",5.384,5.351,4366.33333333333,10822
"233","GrandeBriere.Visset.1979","R1IFPSGR8D4",-2.25,47.37,"WCE","pollen","pollen",4698.07,115.88,116.39,"annual","T","Temp12k","positive",8.845,NA,4889.37,4729.16
"234","GravelRidge.Lamb.1985","M2L7yts2zmyP",-62.63,55.03,"NEN","pollen","pollen",7232,178,187,"annual","T","Temp12k","positive",-1.105,-1.45,7141,2163
"235","Grenadier.McAndrews.1988","M2L56xlqdy9P",-79.47,43.64,"ENA","pollen","pollen",4619,50,47,"annual","T","Temp12k","positive",6.374,NA,2188,3972
"236","GreyIslands.Cullen.2002","M2L2jfcsqvbP",-55.52,50.77,"NEN","pollen","pollen",10816,144,144,"annual","T","Temp12k","positive",-0.277,12.931,6699,10862
"237","GRIP.Vinther.2006","PYTZPNPWL0E",-37.63,72.58,"GIC","isotope","isotope",12000,0,20,"annual","T","Temp12k","positive",-35.292,-34.847,9100,11860
"238","Grostjorn.Eide.2009","PYTXLQJX3FB",7.73,58.53,"NEU","pollen","pollen",8887,149,146.5,"summerOnly","T","Temp12k","positive",14.296,14.602,4341,27
"239","Gunnarsfjorden.Allen.2007","RCP5UgOcOkR",28.17,71.04,"NEU","pollen","pollen",9091.922,98.5749999999998,99.7630000000004,"summerOnly; winterOnly","T","Temp12k","positive",-0.461,0.647,5846.646,9124.107
"240","GYXO.Self.2015","RznCZXhHXPN",92.1731,68.165,"RAR","chironomid","chironomid",3398,272,272,"summerOnly","T","Temp12k","positive",12.478,NA,3363,2025
"241","H214.Samson.2005","RypmpVeFWPB",177.4392,-36.9225,"NZ","other microfossil","other microfossil",11070,670,785,"annual","T","Temp12k","positive",0.139,1.929,10550,11660
"242","Haengstli.Heeb.1972","RzyRCrnQ01a",7.83,46.79,"WCE","pollen","pollen",7622.67,156.545,157.030000000001,"annual","T","Temp12k","positive",6.336,6.731,7680.13,1943.08
"243","Hail.Cwynar.1995","PYTW12WS22J",-129.02,60.03,"NWN","pollen","pollen",11267,138,139,"winterOnly","T","Temp12k","positive",6.767,0.378,11300,7604
"244","Hail.Cwynar.1995","PYT1URDUH1H",-129.02,60.03,"NWN","pollen","pollen",9851,185,185,"summerOnly","T","Temp12k","positive",3.56,-0.306,67,7604
"245","Hallet.McKay.2009","PYTQ80LZ9WG",-146.2389,61.4919,"NWN","biophysical","biophysical",8193.062,11.7485,11.7465,"summerOnly","T","Temp12k","positive",1.928,3.87,8193.501,2506.151
"246","Hams.Bennett.1987","M2L7thzxje2P",-80.41,43.24,"ENA","pollen","pollen",10840,120.5,128,"annual","T","Temp12k","positive",8.299,7.843,4200,10147
"247","Hamundarstadhahals.Caseldine.2006","R7nzsIEPl8l",-18.45,65.97,"GIC","chironomid","chironomid",3052.105,89.880000000001,89.8800000000001,"summerOnly","T","Temp12k","positive",NA,NA,8105.71,10482.875
"248","Hanging.Cwynar.1982","M2L9ewaug0vP",-138.38,68.38,"NWN","pollen","pollen",10279.7,260,316.8,"annual","T","Temp12k","positive",-3.989,-1.888,5510.4,471.1
"249","Hani.Zheng.2017","WEB1fa182ff",126.517,42.2167,"EAS","other biomarker","other biomarker",11960,154.1,155,"annual","T","Temp12k","positive",5.199,11.022,6154.3,765.4
"250","HAP0212.vanderBilt.2016","LPD5c89a1b5",11.52,79.26,"ARO","alkenone","alkenone",10583.6,108,108.2,"summerOnly","T","Temp12k","positive",-19.409,-18.078,11117.3,586.6
"251","Harrie.King.1986","M2Luuo6xgosP",-66.95,52.93,"NEN","pollen","pollen",6708,238.5,249,"annual","T","Temp12k","positive",-4.099,-3.035,3074,6805
"252","Haugtjern.Eide.2009","PYTA1GJPYJV",10.88,60.83,"NEU","pollen","pollen",8878,136,135.5,"summerOnly","T","Temp12k","positive",13.751,14.831,6537,1105
"253","Haukdalsvatn.Larsen.2013","PYTHKXK8JQ3",-21.37,65.03,"GIC","biophysical","biophysical",9926.989,20.0140000000001,20.0140000000001,"summerOnly","T","Temp12k","positive",-2.514,0.771,5973.241,469.366
"254","HavredeCrabec.Coutard.2006","R42P7vN8SSD",-1.28,49.68,"WCE","pollen","pollen",6832.87,127.29,127.29,"annual","T","Temp12k","positive",10.358,9.751,1659.85,4396.695
"255","HawkeHillsKettle.Macpherson.1982","M2Lum6m09hnP",-53.13,47.32,"NAO","pollen","pollen",7681,204,204,"annual","T","Temp12k","positive",3.1,2.533,2072.5,4722.5
"256","HeihaiLake.Chang.2017","RiGB29gyPkL",100.07,27.36,"EAS","chironomid","chironomid",5188,117,117,"summerOnly","T","Temp12k","positive",7.777,NA,3986,5085
"257","HeshangCave.Wang.2018","WEB4f8fa23d",110.4167,30.45,"EAS","other biomarker","other biomarker",8734,91,88,"annual","T","Temp12k","positive",18.409,19.38,7222.5,486
"258","HiddenLakeCA.Potito.2006","RIRxCH0hUy2",-119.5365,38.2613,"WNA","chironomid","chironomid",11940.93,244.595,241.83,"summerOnly","T","Temp12k","positive",17.94,18.321,6544.36,11956.53
"259","High.Fuller.1997","M2Lh5wgkh8bP",-76.6,44.52,"ENA","pollen","pollen",10566,40.5,40.5,"annual","T","Temp12k","positive",5.529,5.331,7213.5,10395
"260","Hinterburgsee.Heiri.2015","RD1FZyd0zs4",8.0677,46.7176,"WCE","chironomid","chironomid",9231.635,177.2245,179.511,"summerOnly","T","Temp12k","positive",NA,11.191,7989.758,11647.442
"261","Hinterburgseeli.EPD","RwrQPSdvMms",8.07,46.72,"WCE","pollen","pollen",10918.27,143.79,149.43,"annual","T","Temp12k","positive",4.922,6.545,8375.31,1385.64
"262","Hirvijaervi.Luoto.2010","RbSONPxSQmW",25.23,60.51,"NEU","chironomid","chironomid",11500,223.3,224.8,"summerOnly","T","Temp12k","positive",14.791,17.081,5357.9,11500
"263","Hjort.Schmidt.2011","PYT88A4DF9B",-18.767,76.433,"GIC","chironomid","chironomid",9285,254,251.5,"summerOnly","T","Temp12k","positive",-0.671,0.432,5009,9069
"264","HjortSo.Wagner.2008","WEB6caee137",-18.7614,76.4331,"GIC","biophysical","biophysical",9638,189,190,"summerOnly","T","Temp12k","positive",4.04,7.19,8061,9929
"265","HLY03_05GC.Mohtadi.2008","T2L_HLY03_05GC_d18o_pachyderma_SST_from_d18o_pachyderma",-63.2578,81.6214,"GIC","isotope","isotope",10118,53,53,"annual","T","Temp12k","positive",-1.25,-1.656,9959,8952
"266","HLY0501.deVernal.2013","PYT9Y0BB33N",-157.52,72.6947,"ARO","other microfossil","other microfossil",7984.05,90.5,75.97,"annual","T","Temp12k","positive",2.351,2.282,6353.3,6977.4
"267","HM03_133_25.Solignac.2008","RGBciJa69Zj",-6.07,60.11,"NEU","other microfossil","other microfossil",9471,91,90,"annual","T","Temp12k","positive",0.113,-1.026,9724,7375
"268","Holebudalen.Seppa.2009","PYT7BRB3XHJ",6.98,59.83,"NEU","pollen","pollen",9475.74,263.215,263.215,"summerOnly","T","Temp12k","positive",-1.106,0.223,9060.507,900.843
"269","Holebudalen.Seppa.2009","PYT38GE0NJ3",6.98,59.83,"NEU","chironomid","chironomid",10705.48,263.219999999999,263.219999999999,"summerOnly","T","Temp12k","positive",9.383,10.048,10244.98,2085.23
"270","Holtjaernen.Giesecke.2008","RAertBwRhYB",14.9264,60.6519,"NEU","pollen","pollen",11364,105,104.5,"winterOnly","T","Temp12k","positive",-8.688,-4.527,6157,11446
"271","Holzmaar.Litt.2009","RiqkBNqHL3T",6.8833,50.1167,"WCE","pollen","pollen",10875,40,40.5,"annual","T","Temp12k","positive",0.522,-0.129,235,10276
"272","HomesteadScarp.McGlone.2010","GH194ddf83",169.138,-52.5518,"SOO","pollen","pollen",11656.375,52.8199999999999,52.8199999999999,"summerOnly","T","Temp12k","positive",8.99,8.914,3336,9196
"273","Honeymoon.Cwynar.1991","RIlNg5PrONi",-138.4,64.63,"NWN","pollen","pollen",10778,116.5,142,"annual","T","Temp12k","positive",-0.775,0.363,10320,2114
