,Category,CategorySpecific,ageMin,ageMax,ageRange,ageRes,TSid,Lat,Lon,Archive,Proxy,Unit,Interp,Season,Direction,bin0ka,bin1ka,bin2ka,bin3ka,bin4ka,bin5ka,bin6ka,bin7ka,bin8ka,bin9ka,bin10ka,bin11ka,TotalDirection,TotalSlope,TotalSlopeSig,EarlyDirection,EarlySlope,EarlySlopeSig,LateDirection,LateSlope,LateSlopeSig
367,Other,Other (uncalibrated),125.7,11903.0,11777.3,56.35071770334928,T2L_MD98_2176_mgca_ruber_SST_from_mgca_ruber,-5.0031,133.4447,MarineSediment,Mg/Ca,degC,T,annual,positive,0.0,0.32272800166494303,0.8187510968411644,0.3024934789224617,0.8907150093243126,1.7121660102736058,1.4455439591012804,1.1884992110178065,1.7194020147623292,1.215588112085128,0.7223621667038536,-0.4348367415125973,decreasing,-0.11142131859753185,-0.11142131859753185,increasing,0.22533454307547385,0.22533454307547385,decreasing,-0.271241102845741,-0.271241102845741
368,Other,Other (uncalibrated),13.963,11620.88,11606.917,154.75889333333333,PYTM75R3NFI,62.27,9.83,LakeSediment,chironomid,degC,T,Summer,positive,0.0,-0.05167311667323243,-0.3101636652550512,-0.4164465811694032,0.8690705922708524,0.2519923573677728,0.5780712354451378,0.35552603853772,-0.21662720133748242,0.5496327227968533,1.8563582785510833,2.168121498566515,decreasing,-0.1490174681547519,-0.1490174681547519,decreasing,-0.35844097538723996,-0.35844097538723996,no trend,-0.10291633992334923,0.0
371,Pollen,Pollen (uncalibrated),40.0,10973.0,10933.0,312.37142857142857,M2Lsemj4z4fP,42.5,-73.32,LakeSediment,pollen,degC,T,annual,positive,0.0,0.3330965493980791,0.0061589500659114185,0.8878126520012292,0.6959613574480674,0.36972947114428556,0.02097892366201317,0.0034644094120751673,0.6124305971791347,-1.4448511920250675,-2.369976816508948,,no trend,0.14943603764069377,0.0,no trend,0.6306358992438428,0.0,no trend,-0.08934117900259343,0.0
374,Pollen,Pollen (uncalibrated),28.0,9479.67,9451.67,196.90979166666668,RFnXAgxg0hG,68.13,13.58,Peat,pollen,degC,T,annual,positive,0.0,-0.7921183895374808,-1.5358743166609248,-1.8426311982910035,-0.8360912333834041,-1.5002802784422384,-2.277748114270598,-1.5642696625434915,-2.686085533077345,-1.2002863554919814,,,increasing,0.1948582483214359,0.1948582483214359,,,,increasing,0.27428270806756805,0.27428270806756805
376,Other,Other (uncalibrated),26.81349185,9474.872988,9448.05949615,78.73382913458333,R5opojsGcHY,68.37,19.12,LakeSediment,chironomid,degC,T,summerOnly,positive,0.0,-0.30835777631831485,-1.0029568250411276,-0.2953459229534806,-0.03364684966073453,-0.25440975506411234,0.210508151679425,0.9532071976722445,0.9385871377117558,1.8803278571666566,,,decreasing,-0.20761970766075252,-0.20761970766075252,,,,no trend,-0.00797836506643179,0.0
380,Pollen,Pollen (uncalibrated),0.0,11323.0,11323.0,377.43333333333334,RXEc3JaUSUk,67.15,-153.65,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.01862432343012821,-0.04904253382456747,0.1437579194838995,-0.04904253382456747,0.04366925713812475,1.031805732526347,0.7730004948365332,0.9960142454454648,2.988315953795027,3.006621523523417,2.988315953795027,decreasing,-0.23771169809055717,-0.23771169809055717,no trend,-0.5212312981568116,0.0,no trend,-0.012321259164474605,0.0
381,Other,Other (uncalibrated),240.0,11900.0,11660.0,353.3333333333333,T2L_MD01_2421_uk37_SST_from_uk37,36.033,141.783,MarineSediment,alkenone,degC,T,annual,positive,0.0,,0.510290928374163,,0.5774567306920226,0.7258931735323317,0.8063191585940914,1.3894675928502045,,0.7311924206656313,0.6847394714787571,-1.081484550299076,increasing,0.11876518288234904,0.11876518288234904,,,,,,
382,Other,Other (uncalibrated),240.0,11967.2,11727.2,213.2218181818182,T2L_MD01_2421_d18o_bulloides_SST_from_d18o_bulloides,36.033,141.783,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.014546843412181015,0.06377986804074295,0.16652366862943332,0.14928647069149606,0.09175563743264306,0.29611994707048006,0.7160681809132534,0.5896231154811559,0.3483881141313221,-1.1023267032344868,-2.178884104985849,no trend,0.14241347060105672,0.0,increasing,0.6039249096466226,0.6039249096466226,no trend,-0.029392550244950195,0.0
386,Pollen,Pollen (uncalibrated),227.0,5233.0,5006.0,217.65217391304347,M2Lubfra1b3P,43.47,-109.96,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.6636858573767745,0.061706546171258064,0.6799244221586844,0.6521617146283223,0.8763586735527578,,,,,,,,,,,,,no trend,-0.2396700003501456,0.0
389,Pollen,Pollen (uncalibrated),105.0,10580.0,10475.0,308.0882352941176,M2L215porczP,46.67,-88.02,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.0497417172728033,0.7165175940487116,1.5225176424506142,2.103495636523169,1.8185992928839658,1.671874386113661,1.406387839558422,0.229956748503237,-0.18751837860778975,-1.098462923107736,,no trend,-0.014476044401222106,0.0,increasing,0.7686097488714274,0.7686097488714274,decreasing,-0.4502525160552836,-0.4502525160552836
392,Pollen,Pollen (uncalibrated),0.0,10942.0,10942.0,145.89333333333335,M2Lqditl4qyP,46.27,-94.55,LakeSediment,pollen,degC,T,annual,positive,0.0,0.25204066237375106,0.695392060173518,0.43010596845777177,0.18218510103069457,-1.2039831642435623,-1.2340314604042248,-1.0330218135503615,-1.8053078730826084,-1.2229988024109069,-0.8541313005270026,,increasing,0.14755849575860558,0.14755849575860558,no trend,-0.09299581285784109,0.0,no trend,0.09019628764041379,0.0
393,Other,Other (uncalibrated),1460.0,11370.0,9910.0,135.75342465753425,T2L_M39008_3_uk37_SST_from_uk37,36.38,-7.0717,MarineSediment,alkenone,degC,T,annual,positive,,,,,,,,,,,,,decreasing,-0.34210359219454833,-0.34210359219454833,decreasing,-0.3978454694788758,-0.3978454694788758,,,
394,Other,Other (uncalibrated),875.0,11909.0,11034.0,149.1081081081081,T2L_M39008_3_d18o_bulloides_SST_from_d18o_bulloides,36.38,-7.0717,MarineSediment,d18O,degC,T,annual,positive,0.0,,-1.1750735717667498,-0.7351097284114055,-0.739060574465836,-0.005329940135613664,0.5415523191792246,0.9993534289288353,0.6521048560859466,0.7316486070356134,0.36758940992968786,-1.8848226003682509,no trend,0.016864608789165396,0.0,increasing,0.4476596596563374,0.4476596596563374,,,
396,Pollen,Pollen (uncalibrated),33.08,6278.5,6245.42,124.9084,R9nRxnnlMq9,44.16,10.78,Peat,pollen,degC,T,annual,positive,0.0,0.11596279368016693,0.6290540069155551,1.6899776986380401,1.48295483223292,1.9554963053152088,1.2712194291450285,,,,,,,,,,,,decreasing,-0.4070273779503986,-0.4070273779503986
398,Other,Other (uncalibrated),12.312,10593.2,10580.888,364.85820689655174,RvZFkpE8BK4,76.7595,-67.61,LakeSediment,chironomid,degC,T,summerOnly,positive,0.0,0.28779102699209336,0.9831324712098661,1.1799063616244345,0.7913332016203851,1.9121705470773005,2.65073591890861,2.3752893213713633,2.603753388893896,2.8819636646673024,2.0900777273996853,,decreasing,-0.2634249706078084,-0.2634249706078084,no trend,0.059296864994618156,0.0,decreasing,-0.33743825877307576,-0.33743825877307576
399,Other,Other (uncalibrated),20.0,5752.0,5732.0,44.09230769230769,WEB222fb2bd,42.33,126.37,Peat,d18O,degC,T,5 6 7 8 9 10,positive,0.0,0.08792874130320799,0.7652647944806661,0.49328354906112826,-0.4182130839401902,-0.568651309088161,,,,,,,,,,,,,no trend,0.07707952731927122,0.0
400,Other,Other (uncalibrated),5440.0,11710.0,6270.0,447.85714285714283,T2L_TR163_31_uk37_SST_from_uk37,-3.6187,-83.9707,MarineSediment,alkenone,degC,T,annual,positive,,,,,,,,,,,,,,,,increasing,0.3552894806396056,0.3552894806396056,,,
401,Pollen,Pollen (uncalibrated),62.0,8988.0,8926.0,122.27397260273973,PYTHS3BFBJ9,63.05,9.42,LakeSediment,pollen,degC,T,7,positive,0.0,-0.3023300422950823,0.22178687767959937,0.4215989574685741,1.143089274385666,1.4996109996708302,2.0085418360646834,2.397291868851396,2.4279653018682206,,,,decreasing,-0.36991661359518474,-0.36991661359518474,,,,decreasing,-0.3297134600717467,-0.3297134600717467
404,Pollen,Pollen (uncalibrated),305.0,10372.0,10067.0,347.13793103448273,M2Ldfq1l29fP,44.17,-123.58,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.5382040886456805,-0.5917771562355214,-1.0548842238097846,-1.2869640156282505,-1.2869640156282505,0.7243941801317875,-0.5317837406634012,0.3081240773462852,-0.2628658866515283,0.3023352390016073,,no trend,-0.044440317611971314,0.0,,,,increasing,0.26843732813704047,0.26843732813704047
405,Pollen,Pollen (uncalibrated),781.0,10561.0,9780.0,514.7368421052631,R7xfSla4XGC,73.3259,124.1933,LakeSediment,pollen,degC,T,July,positive,0.0,-0.20727921412870098,0.13127683561484388,0.5089856258049211,1.3342639783543784,3.012457912003786,0.22109782840394765,,-0.09212409516831144,0.43758945204947963,0.7861256121029249,,no trend,-0.01874364128633652,0.0,,,,decreasing,-0.549805676662702,-0.549805676662702
406,Other,Other (uncalibrated),859.0,11985.0,11126.0,241.8695652173913,T2L_GIK17051_3_d18o_bulloides_SST_from_d18o_bulloides,56.1633,-31.99,MarineSediment,d18O,degC,T,annual,positive,0.0,0.2568725320033638,1.2877301061940907,2.1542035713134013,1.1602098524480238,1.3982087651084036,1.9552608110496195,2.080334655417627,1.6296663292633051,1.6181373157541985,0.9770365075598533,-0.6344946380200132,no trend,0.047546534443422245,0.0,increasing,0.39019865244078417,0.39019865244078417,no trend,-0.22776195228408613,0.0
407,Other,Other (uncalibrated),859.0,11569.0,10710.0,369.3103448275862,T2L_GIK17051_3_d18o_pachyderma_SST_from_d18o_pachyderma,56.1633,-31.99,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.7134028928692999,,0.4593111089770303,0.03472089202756229,1.3056124902318018,1.4984418790935952,1.5698074750829873,0.36093507855924034,-0.6202627723298546,-0.8318386913824416,-0.5246411946737146,increasing,0.1450213274448996,0.1450213274448996,increasing,0.5545419981211632,0.5545419981211632,no trend,-0.3280795536920166,0.0
408,Other,Other (uncalibrated),2527.375,10497.529,7970.154,110.69658333333334,RdMYb0NYnMr,46.4962,9.8689,LakeSediment,chironomid,degC,T,Summer,positive,,,,,,,,,,,,,decreasing,-0.20523512307238861,-0.20523512307238861,no trend,-0.00024412854390295173,0.0,,,
409,Other,Other (uncalibrated),8.43,6007.664,5999.2339999999995,47.61296825396825,RHLePxbL9rI,61.3742,-143.5988,LakeSediment,chironomid,degC,T,summer,positive,0.0,0.14135341882603636,0.543388676893626,0.9467723811261854,1.7093319074770037,0.9919796998098169,1.5896639203661593,,,,,,,,,,,,decreasing,-0.2893780433259075,-0.2893780433259075
410,Other,Other (uncalibrated),185.0,11946.0,11761.0,64.97790055248619,R56JsH0b7h7,36.2054,-4.3127,MarineSediment,alkenone,degC,T,annual,positive,0.0,0.12318335328062856,0.24124661608259962,0.4231604189713506,0.4954440492582718,0.45420531146637444,0.7767015081310995,0.531585864401732,0.8909961372172562,1.0550081170495684,0.33978061736845455,-1.9824607011077726,decreasing,0.06586986537576132,0.06586986537576132,increasing,0.49852159106017124,0.49852159106017124,decreasing,-0.10564473055839653,-0.10564473055839653
411,Other,Other (uncalibrated),230.0,11580.0,11350.0,111.27450980392157,Rl3oDldpRFu_SST_from_planktic0x2EMgCa,36.2054,-4.3127,MarineSediment,Mg/Ca,degC,T,annual,positive,0.0,-0.6899971776648197,0.16933614529744112,-0.45296691414853346,-1.0893125109964101,-0.2847204880961146,0.1876443874333485,-0.05374239075402787,0.05855809660659933,-0.04034309619645249,0.5367980743177316,-0.46463116222646805,no trend,-0.04208897481494576,0.0,no trend,0.02215827465891596,0.0,no trend,0.09715281089078778,0.0
412,Other,Other (uncalibrated),14.0,10118.0,10104.0,229.63636363636363,RmGezmouka1,66.34,36.66,LakeSediment,chironomid,degC,T,summerOnly,positive,0.0,-0.9541428980963694,-0.8167211881259511,-1.2440659047615872,0.14810308390018817,0.20599792578844447,-0.08212989198101457,-0.16650377008172826,0.6799277942690487,1.0768440591215545,0.04891889740945554,,decreasing,-0.16342259220006838,-0.16342259220006838,,,,no trend,-0.09468599295423857,0.0
413,Other,Other (uncalibrated),776.0,11576.0,10800.0,327.27272727272725,T2L_GIK17049_6_d18o_bulloides_SST_from_d18o_bulloides,55.26,-26.725,MarineSediment,d18O,degC,T,annual,positive,0.0,1.1190814671224565,1.548967528192645,,2.624718331158922,2.8374528978599587,2.4370761559041583,1.9773224561541987,0.07021814462983844,,0.2401825004477236,0.6829096978233697,no trend,-0.01413808399749315,0.0,,,,,,
414,Other,Other (uncalibrated),2567.0,11576.0,9009.0,563.0625,T2L_GIK17049_6_d18o_pachyderma_SST_from_d18o_pachyderma,55.26,-26.725,MarineSediment,d18O,degC,T,annual,positive,,,,,,,,,,,,,,,,,,,,,
415,Other,Other (uncalibrated),8330.0,11850.0,3520.0,270.7692307692308,T2L_EN32_PC6_mgca_ruber_SST_from_mgca_ruber,26.946,-91.35,MarineSediment,Mg/Ca,degC,T,annual,positive,,,,,,,,,,,,,,,,,,,,,
416,Other,Other (uncalibrated),8330.0,11850.0,3520.0,234.66666666666666,T2L_EN32_PC6_d18o_ruber_SST_from_d18o_ruber,26.946,-91.35,MarineSediment,d18O,degC,T,annual,positive,,,,,,,,,,,,,,,,,,,,,
419,Pollen,Pollen (uncalibrated),32.0,10321.1,10289.1,311.7909090909091,M2L2wsvlds8P,45.03,-68.2,LakeSediment,pollen,degC,T,annual,positive,0.0,0.0439989040631078,-1.007012511038349,1.2935016156898624,0.46678536566199297,1.310571867191038,1.7951883676575542,0.9826642453312449,0.5948122519208116,-1.3226136725135733,-0.41749336035821105,,no trend,-0.07721907110928475,0.0,,,,decreasing,-0.21274553454233516,-0.21274553454233516
420,Other,Other (uncalibrated),47.0,11949.0,11902.0,170.02857142857144,RrR5q3ibRjl,44.3894,10.0475,LakeSediment,chironomid,degC,T,Summer,positive,0.0,-0.08457720763057039,-0.03766181239307048,0.6815816821622727,0.30474773122645005,0.7808621045164982,1.1022285151370255,0.964962539882052,0.7316535473496213,0.3881288975369921,-0.5584523757425203,-2.67949226853851,no trend,0.03292806772086052,0.0,increasing,0.655811457526865,0.655811457526865,decreasing,-0.17842968352111996,-0.17842968352111996
422,Pollen,Pollen (uncalibrated),0.07,10922.51,10922.44,210.0469230769231,RnvZu677M4a,43.05,-6.15,LakeSediment,pollen,degC,T,annual,positive,0.0,0.8681472961599875,0.7249000176540922,1.5878640765850693,1.2446102155476966,0.2897620815837467,1.6172818247473613,1.8832351119700714,1.5728158566672041,0.2017662760046467,-0.6478145320334905,,no trend,0.001876068100812398,0.0,increasing,0.6570462595172613,0.6570462595172613,decreasing,-0.3228260742529204,-0.3228260742529204
427,Pollen,Pollen (uncalibrated),0.0,10833.0,10833.0,161.6865671641791,M2Lqrusrc3gP,46.4,-78.92,LakeSediment,pollen,degC,T,annual,positive,0.0,1.2700413238535577,0.6197599866351916,0.6342387099696891,0.917809803569723,0.8567166538900146,1.3515436998828225,1.1810312280929174,-0.36314521534084765,-0.6744966236314616,-1.4878948207158251,,no trend,0.0968450547956247,0.0,increasing,0.7143196320054793,0.7143196320054793,no trend,-0.10665134234791977,0.0
428,Other,Other (uncalibrated),7.8,11659.0,11651.2,41.02535211267606,T2L_MD98_2181_d18o_ruber_SST_from_d18o_ruber,6.3,125.82,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.43826361785533186,-0.20118130085468355,-0.48882165695892044,-0.11199902959014035,-0.3348589401465347,-0.6772901806636024,-0.8540323646328905,-1.635588399834457,-1.028746136161685,-1.6278666036146356,-1.538471069120005,increasing,0.13550221206017637,0.13550221206017637,increasing,0.18004466656828333,0.18004466656828333,no trend,0.05011166259328978,0.0
429,Other,Other (uncalibrated),2.6,11659.0,11656.4,49.1831223628692,T2L_MD98_2181_mgca_ruber_SST_from_mgca_ruber,6.3,125.82,MarineSediment,Mg/Ca,degC,T,annual,positive,0.0,-0.03060865087430442,-0.25257194489626256,0.6933107270870367,0.3342506800402618,0.9845747309851401,0.8179102067846447,1.23535883095305,0.8524478722718278,0.972569692334081,1.3066420028816232,0.9457719056717165,decreasing,-0.12758418554234188,-0.12758418554234188,no trend,-0.032477402268946,0.0,decreasing,-0.16116033661769935,-0.16116033661769935
431,Other,Other (uncalibrated),156.94,9106.555,8949.615,175.48264705882352,RmQKXILNmID,68.37,18.7,LakeSediment,chironomid,degC,T,Summer,positive,0.0,0.5802073932265284,0.3862016660349403,1.1383165539732354,0.8860123476629785,1.5727463916841868,0.9062380763567535,1.3789556888508037,2.2851153709102956,2.776882797639181,,,decreasing,-0.2640925768532299,-0.2640925768532299,,,,decreasing,-0.2907558975498064,-0.2907558975498064
432,Other,Other (uncalibrated),5070.0,11915.0,6845.0,325.95238095238096,RMZxFXZy3Ew,48.9131,22.1636,LakeSediment,chironomid,degC,T,Summer,positive,,,,,,,,,,,,,,,,no trend,-0.07143392464980454,0.0,,,
435,Pollen,Pollen (uncalibrated),0.0,7362.0,7362.0,126.93103448275862,M2Luyrjjlf0P,34.41,-95.81,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.1606757290138617,-0.6187501161550245,-2.093067619812413,-0.24390760881282864,-1.6864468952201288,-0.030792322707267505,-1.8054024997839935,,,,,,,,,,,increasing,0.31586593007249275,0.31586593007249275
436,Other,Other (uncalibrated),1007.6,11992.04,10984.44,199.71709090909093,T2L_MD95_2043_d18o_bulloides_SST_from_d18o_bulloides,36.1433,-2.6212,MarineSediment,d18O,degC,T,annual,positive,,,,,,,,,,,,,increasing,0.13912143204940364,0.13912143204940364,increasing,0.4977478808889195,0.4977478808889195,no trend,-0.09371122804906587,0.0
437,Other,Other (uncalibrated),1007.6,11992.04,10984.44,104.6137142857143,T2L_MD95_2043_uk37_SST_from_uk37,36.1433,-2.6212,MarineSediment,alkenone,degC,T,11 12 1 2 3 4 5,positive,,,,,,,,,,,,,increasing,0.11041995849934452,0.11041995849934452,increasing,0.46493240472387376,0.46493240472387376,decreasing,-0.09360867281998328,-0.09360867281998328
438,Other,Other (uncalibrated),1081.8,4033.0,2951.2,368.9,T2L_MD95_2043_mgca_bulloides_SST_from_mgca_bulloides,36.1433,-2.6212,MarineSediment,Mg/Ca,degC,T,annual,positive,,,,,,,,,,,,,,,,,,,no trend,0.20014200843862776,0.0
440,Other,Other (uncalibrated),6133.42770000006,11823.5300000001,5690.1023000000405,94.83503833333401,RNOeIkUQCVD,62.38,9.67,LakeSediment,chironomid,degC,T,Summer,positive,,,,,,,,,,,,,,,,no trend,0.1770252949198907,0.0,,,
441,Pollen,Pollen (uncalibrated),104.069,11882.9,11778.831,122.69615625,R2iEguO3VtJ,31.1,99.75,LakeSediment,pollen,degC,T,annual,positive,0.0,0.14922505726885282,0.17751015996961406,0.07835247274617296,-0.531962999308333,-0.7582957050811915,-1.0539159360608066,-1.5295595978139171,-0.7062268857218651,-1.1081067913554006,-1.821790268504878,-2.147610623769985,increasing,0.1965840180527848,0.1965840180527848,increasing,0.16747151654135695,0.16747151654135695,no trend,0.15636657580683647,0.0
442,Pollen,Pollen (uncalibrated),0.0,8971.748,8971.748,122.90065753424658,PYTVPO5NXEA,59.83,16.53,LakeSediment,pollen,degC,T,annual,positive,0.0,1.514324847372317,2.1492168498350006,2.3283729225421843,3.005109798399321,3.212889500934842,3.0290475521476528,2.3694795494221452,1.5919070409610931,,,,decreasing,-0.20442762423049007,-0.20442762423049007,,,,decreasing,-0.5591285707669283,-0.5591285707669283
443,Other,Other (uncalibrated),684.0,11946.0,11262.0,363.2903225806452,T2L_MD03_2611_uk37_SST_from_uk37,-36.73,136.55,MarineSediment,alkenone,degC,T,annual,positive,0.0,0.6415381746915136,0.8088914457382153,1.3826438820627567,2.4488497948733974,2.866700227981405,3.2320467838873403,3.0297053095932096,2.4527879519004134,1.462834825499925,2.2934806838863486,0.9843405871808473,no trend,-0.11783833077176012,0.0,increasing,0.40172784798640043,0.40172784798640043,decreasing,-0.6162102810340441,-0.6162102810340441
444,Other,Other (uncalibrated),684.0,11946.0,11262.0,351.9375,T2L_MD03_2611_d18o_bulloides_SST_from_d18o_bulloides,-36.73,136.55,MarineSediment,d18O,degC,T,annual,positive,0.0,0.36360029542774,-0.21340404093753734,-0.22913462771507337,0.2589784559409687,0.11723125242689275,-0.9185944298546309,-0.266554841039834,0.03534709849599699,-1.3326587076248142,-0.7147742465020032,0.22718357747300155,no trend,0.06868226131023791,0.0,no trend,-0.05777874242894075,0.0,no trend,-0.046716597997143734,0.0
445,Speleothem,Speleothem (d18O),11.8,6407.6,6395.8,61.49807692307692,RrLXMslDM70,-33.3926,22.214,Speleothem,d18O,degC,T,annual,positive,0.0,0.29669716985905636,0.42228674273248457,-0.5723760135046474,-0.008571531780695085,-1.2001616403800774,-0.2784017550571279,,,,,,,,,,,,increasing,0.21391287415554958,0.21391287415554958
446,Pollen,Pollen (uncalibrated),161.6,8779.86,8618.26,232.92594594594595,PYT4RL17XGB,68.52,14.87,LakeSediment,pollen,degC,T,7,positive,0.0,0.5285090829992791,0.7590254660558806,1.0146377206637074,2.3691499931304114,1.0520322312532788,1.7666828780762032,1.3628221637088296,2.5345168288487376,,,,decreasing,-0.25240671251197117,-0.25240671251197117,,,,decreasing,-0.3175245812335809,-0.3175245812335809
449,Pollen,Pollen (uncalibrated),0.0,10399.0,10399.0,305.8529411764706,M2L68fmqq0lP,45.54,-73.31,LakeSediment,pollen,degC,T,annual,positive,0.0,0.6069250727299533,0.8595697806339857,0.3506036227150532,0.8661879164335494,1.4425960296432878,0.4855925830712612,-0.46983511688182134,2.673254139038601,2.9190706115938725,2.0177435455578707,,no trend,-0.11367045213213113,0.0,,,,decreasing,-0.19200953499649673,-0.19200953499649673
450,Other,Other (uncalibrated),194.0,11818.0,11624.0,170.94117647058823,T2L_MD98_2195_uk37_SST_from_uk37,31.6388,128.9438,MarineSediment,alkenone,degC,T,annual,positive,0.0,-0.7705111786473324,0.18852858423000463,0.07942697034042157,-0.6101670534019195,-0.5013140082537284,-0.6837401963676184,-1.191766502377257,0.08627739044831939,0.0005543400686406352,-2.112655312475585,-2.544448161302738,increasing,0.11292242037784823,0.11292242037784823,increasing,0.2788896137536104,0.2788896137536104,no trend,0.04520126587356437,0.0
451,Other,Other (uncalibrated),210.0,11750.0,11540.0,524.5454545454545,T2L_MD98_2195_tex86_SST_from_tex86,31.6388,128.9438,MarineSediment,GDGT,degC,T,annual,positive,0.0,-0.15765294272091157,-0.25588845438582786,-1.093703494578981,-1.4696068221766592,-0.43396026786669095,-1.5945904895417642,-2.0383869395292913,-1.6549141190822407,-1.078772771204899,,-2.896866668794778,increasing,0.2225225839196904,0.2225225839196904,no trend,0.15245210374674695,0.0,increasing,0.272819381402844,0.272819381402844
454,Pollen,Pollen (uncalibrated),72.0,10287.0,10215.0,352.2413793103448,M2Lgco71n3sP,43.1,-89.42,LakeSediment,pollen,degC,T,annual,positive,0.0,0.021728284692752675,-0.3628335751839472,0.2418890501226314,-0.9253467291227057,-0.9896202423418861,-0.3181059251265701,-0.6385141850550207,-2.482060812352927,-2.610847665333149,-2.874177208298298,,increasing,0.22919856419813078,0.22919856419813078,,,,increasing,0.18152722765968915,0.18152722765968915
456,Pollen,Pollen (uncalibrated),242.94,10772.55,10529.609999999999,159.53954545454545,Rjo3neVs3tA,58.4,27.23,Peat,pollen,degC,T,annual,positive,0.0,0.12478097496461116,-1.1612382783904163,-1.4635986446110074,-1.3547328473371596,-1.0076624123471418,-0.7708027174020415,-1.1574743008744575,-3.336434054478654,-2.952676518105245,-2.9982551968896116,,increasing,0.24102070918763685,0.24102070918763685,increasing,0.6763055953579196,0.6763055953579196,increasing,0.27543574888720557,0.27543574888720557
458,Other,Other (uncalibrated),29.0,10942.0,10913.0,237.2391304347826,LPDdb9440cb,46.5507,8.7139,LakeSediment,GDGT,degC,T,annual,positive,0.0,1.3756387634034728,-0.8218389391669702,-0.2850961495169516,-0.1284815592228686,,-0.06645597890838029,0.5305402316185697,-0.8727885229967282,-1.074371659018815,-0.3765838804808218,,no trend,0.05167128828643826,0.0,no trend,0.1379695594303281,0.0,no trend,0.10293791029739115,0.0
459,Pollen,Pollen (uncalibrated),125.72,9020.71,8894.99,211.78547619047617,PYTSP55UOX3,59.67,7.55,LakeSediment,pollen,degC,T,7,positive,0.0,0.4799271719429714,0.9548415397297273,1.712816588960873,2.305369101036961,1.7324771974696598,2.414088360009393,2.7247845656656358,2.3690382239561445,1.93038530961109,,,decreasing,-0.30171519508324696,-0.30171519508324696,,,,decreasing,-0.4370038163180213,-0.4370038163180213
460,Other,Other (uncalibrated),3316.2,11997.5,8681.3,83.47403846153846,T2L_MD97_2121_uk37_SST_from_uk37,-40.38,177.99,MarineSediment,alkenone,degC,T,annual,positive,,,,,,,,,,,,,no trend,-0.044067889601344404,0.0,increasing,0.31968025728919286,0.31968025728919286,,,
461,Other,Other (uncalibrated),0.0,7101.53,7101.53,295.89708333333334,PYTRGDDL048,69.2417,-50.0267,LakeSediment,chironomid,degC,T,Summer,positive,0.0,0.8668212782738786,0.7051183794934697,1.757827685756653,2.312304582154403,2.718983466720011,1.6228409180790944,1.0369608500341347,,,,,,,,,,,decreasing,-0.5140104505998268,-0.5140104505998268
462,Other,Other (uncalibrated),1548.869,11896.726,10347.857,198.99725,RHkrEHLrEmG,47.18,8.58,LakeSediment,chironomid,degC,T,summerOnly,positive,,,,,,,,,,,,,no trend,-0.10948578190221067,0.0,no trend,0.12514562052226863,0.0,no trend,-0.4924100041909296,0.0
463,Other,Other (uncalibrated),402.0,11952.0,11550.0,121.57894736842105,R3CvZBuTHNk,-25.84,-45.2,MarineSediment,foraminifera,degC,T,annual,positive,0.0,0.6822309154108481,0.3196420675279084,0.6481357615412048,-0.23112580267402716,0.30193881455713156,1.0235922516297549,-0.016719738916844945,-1.7181990522192474,-0.5615865247951867,0.02852190756402833,-0.2879237392886013,no trend,0.04701223925396823,0.0,no trend,0.15304970200941,0.0,no trend,-0.07375051817899646,0.0
464,Pollen,Pollen (uncalibrated),11.154,8942.028,8930.874,86.7075145631068,PYT4160KEY4,61.8211,16.4044,LakeSediment,pollen,degC,T,annual,positive,0.0,0.4219348872851485,1.059210679532214,0.7629472645113349,1.532419194285084,2.048425151948664,2.9178067842151263,1.7171292092065766,0.9258825873111124,,,,decreasing,-0.22329955878968727,-0.22329955878968727,,,,decreasing,-0.3892590699614604,-0.3892590699614604
465,Other,Other (uncalibrated),566.0,11919.0,11353.0,241.5531914893617,T2L_VM12_107_mgca_ruber_SST_from_mgca_ruber,11.33,-66.63,MarineSediment,Mg/Ca,degC,T,annual,positive,0.0,-0.1395420283936003,0.0857278647076336,-0.5213876430717774,-0.3567635713905528,-1.336872207981921,-0.840412773530267,-0.05886273777396844,-0.008111282468258874,-1.184387090063539,-1.2533819384379445,-2.350497095994836,increasing,0.19084907268187604,0.19084907268187604,increasing,0.42398717962548965,0.42398717962548965,increasing,0.2245351749607121,0.2245351749607121
466,Other,Other (uncalibrated),566.0,11919.0,11353.0,436.65384615384613,T2L_VM12_107_d18o_ruber_SST_from_d18o_ruber,11.33,-66.63,MarineSediment,d18O,degC,T,annual,positive,0.0,0.22162096775909745,-0.231974557438555,-0.19533236763294481,-0.2627577624635631,-0.3946649807626874,-0.39781454994960797,,-1.4369392929379599,-2.018414733739565,-1.7930287511066427,-2.2482462203021996,increasing,0.24051324442135408,0.24051324442135408,,,,no trend,0.09222438161524596,0.0
