,Category,CategorySpecific,ageMin,ageMax,ageRange,ageRes,TSid,Lat,Lon,Name,Archive,Proxy,Unit,Interp,Season,Direction,bin0ka,bin1ka,bin2ka,bin3ka,bin4ka,bin5ka,bin6ka,bin7ka,bin8ka,bin9ka,bin10ka,bin11ka,TotalDirection,TotalSlope,TotalSlopeSig,EarlyDirection,EarlySlope,EarlySlopeSig,LateDirection,LateSlope,LateSlopeSig
296,Other,Other (uncalibrated),91.0,11810.0,11719.0,355.1212121212121,Rlf3YywN7Sz,49.9833,-121.2167,3MPond.Pellatt.2000,LakeSediment,chironomid,degC,T,summerOnly,positive,0.0,-0.14466666666666583,-0.668666666666665,0.6323333333333352,1.4336666666666673,3.8436666666666657,5.678833333333333,4.702333333333334,5.488666666666667,4.956000000000001,5.726333333333333,4.258333333333335,decreasing,-0.5924277159086839,-0.5924277159086839,no trend,0.13673925035197973,0.0,decreasing,-0.6976653621716817,-0.6976653621716817
297,Other,Other (uncalibrated),1080.0,11890.0,10810.0,400.3703703703704,PYTQY9TKRS3_SST_from_Uk37,-32.75,-72.0333,GIK17748-2.Kim.2002,MarineSediment,alkenone,degC,T,annual,positive,,,,,,,,,,,,,no trend,0.06595407138742247,0.0,increasing,0.48626528382722506,0.48626528382722506,decreasing,-0.5280540718208856,-0.5280540718208856
298,Other,Other (uncalibrated),97.0,11893.0,11796.0,181.47692307692307,WEB32a51a83,-54.3199,-69.4632,JPC67.Bertrand.2017,MarineSediment,alkenone,degC,T,annual,positive,0.0,0.6261964285714274,0.9160714285714278,-0.19714285714285573,0.2699714285714272,0.39677142857142833,0.03257142857142803,0.24882142857142853,-0.3869285714285713,-0.843178571428572,-2.741028571428572,-3.0816785714285713,increasing,0.2520043151461686,0.2520043151461686,increasing,0.7120881154739037,0.7120881154739037,no trend,-0.012321970535185044,0.0
299,Other,Other (uncalibrated),40.0,11950.0,11910.0,69.24418604651163,RVW8LmOBhyk,14.82,123.49,MD98_2188.Dang.2012,MarineSediment,Mg/Ca,degC,T,Summer,positive,0.0,-0.05714285714285694,-0.04530075187969729,0.2261904761904745,-0.032142857142861914,0.2778571428571439,0.3400793650793652,0.06785714285714306,-0.1376984126984162,0.04642857142857082,-0.36214285714285666,-1.090476190476192,increasing,0.04155468738178501,0.04155468738178501,increasing,0.23461787922390165,0.23461787922390165,no trend,-0.03825254459385731,0.0
300,Other,Other (uncalibrated),360.961,11977.374,11616.413,283.32714634146345,WEB91c558e3,-11.2939,34.4372,Malawi.Johnson.2016,LakeSediment,GDGT,degC,T,annual,positive,0.0,-0.9165714285714301,0.2414285714285711,0.33809523809523867,0.27476190476190254,1.0214285714285722,-0.8885714285714315,-1.6985714285714302,-1.668571428571429,0.706428571428571,0.6880952380952365,-0.29657142857142915,no trend,0.0004133064717655043,0.0,no trend,-0.24055025621790796,0.0,decreasing,-0.22832463778772957,-0.22832463778772957
301,Other,Other (uncalibrated),367.5,10976.136,10608.636,32.24509422492401,PYTP8LM4UJJ,58.9383,-20.4083,LO09-14.Berner.2008,MarineSediment,diatom,degC,T,8,positive,0.0,-0.1267324675324666,-0.4300229813664611,-0.5447073891625607,-0.4146365079365051,0.46317662337662213,-0.04063650793650986,-1.417293596059114,-0.8446322344322326,-2.0047378151260506,0.139385714285714,,increasing,0.1348522105421039,0.1348522105421039,increasing,0.18435335681268814,0.18435335681268814,no trend,-0.011232776277234272,0.0
303,Other,Other (uncalibrated),122.0,8383.971204,8261.971204,110.15961605333332,WEB387ae876,-49.917,-74.383,JPC42.Caniupan.2014,MarineSediment,alkenone,degC,T,Summer,positive,0.0,1.0142857142857142,1.1767857142857139,1.1857142857142868,1.8857142857142843,1.6857142857142868,1.3428571428571416,1.187012987012988,1.3857142857142861,,,,decreasing,-0.14042740463814193,-0.14042740463814193,,,,decreasing,-0.3419957057424409,-0.3419957057424409
305,Pollen,Pollen (uncalibrated),58.45,10976.72,10918.269999999999,147.54418918918918,RwrQPSdvMms,46.72,8.07,Hinterburgseeli.EPD,LakeSediment,pollen,degC,T,annual,positive,0.0,-1.0845952374333336,0.5688945574523814,0.4596904756666671,0.8888333337666676,1.8126190472916672,1.7414285714166668,4.8622619040416675,5.11705782227381,5.119261904266666,5.307023809611111,,decreasing,-0.6768411002046509,-0.6768411002046509,decreasing,-0.6068000548436475,-0.6068000548436475,decreasing,-0.35558609322126955,-0.35558609322126955
307,Pollen,Pollen (uncalibrated),29.0,11651.0,11622.0,215.22222222222223,LPDf97892fc,24.34,102.79,XingyunLake.Wu.2018,LakeSediment,pollen,degC,T,summerOnly,positive,0.0,0.39069047619047836,0.6400833333333367,1.6735833333333368,1.9945000000000022,2.872833333333336,2.6013333333333364,2.2488333333333337,1.3448333333333373,0.8593333333333355,1.213166666666666,-0.43049999999999855,decreasing,-0.08853588418405059,-0.08853588418405059,increasing,0.5559112972055303,0.5559112972055303,decreasing,-0.5199764559008051,-0.5199764559008051
308,Other,Other (uncalibrated),202.76,8561.2,8358.44,146.63929824561404,PYTWQAQ2RWC,71.7363,42.6052,PL-96.Voronina.2013,MarineSediment,dinocyst,degC,T,Summer,positive,0.0,0.030124999999999957,-0.8518249999999998,-1.0759583333333342,-0.482425000000001,0.1401527777777778,-0.7060000000000004,-2.650458333333333,0.04037499999999916,,,,no trend,0.1638552043850863,0.0,,,,no trend,0.015466738423982967,0.0
309,Other,Other (uncalibrated),202.76,8561.2,8358.44,146.63929824561404,PYTE6TL93XT,71.7363,42.6052,PL-96.Voronina.2013,MarineSediment,dinocyst,degC,T,summer + winter,positive,0.0,0.43350000000000044,-0.12650000000000095,-0.9075000000000006,-0.46470000000000056,0.05827777777777676,-0.36100000000000065,-2.085500000000001,-1.3555000000000006,,,,increasing,0.19192129161468083,0.19192129161468083,,,,no trend,0.06332931433626424,0.0
310,Other,Other (uncalibrated),310.0,11940.0,11630.0,171.02941176470588,T2L_GeoB1023_5_uk37_SST_from_uk37,-17.1572,11.0117,GeoB1023_5.Kim.2002,MarineSediment,alkenone,degC,T,annual,positive,0.0,0.5474845377334141,0.5986790308783405,0.7620190933604505,0.9440838055068212,1.0882060320883227,1.411997950643432,1.1054630714894138,0.9512264540629012,0.5646658061009902,0.28979856400349746,-0.1413357288780901,increasing,0.04962231018606319,0.04962231018606319,increasing,0.3227950899805806,0.3227950899805806,decreasing,-0.1966224935933113,-0.1966224935933113
311,Other,Other (uncalibrated),386.0,11940.0,11554.0,226.54901960784315,T2L_GeoB1023_5_d18o_bulloides_SST_from_d18o_bulloides,-17.1572,11.0117,GeoB1023_5.Kim.2002,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.5855794193034995,-1.080834802175353,0.9506521165368973,-0.3414420602918753,0.4262098662777696,0.13422904370682076,0.7015272155813506,-0.08491018645286985,-0.07956334146430066,0.023478643018915335,-0.607205046615352,no trend,0.0312443215802972,0.0,increasing,0.18160462191441532,0.18160462191441532,no trend,-0.13837911246404344,0.0
313,Pollen,Pollen (uncalibrated),1.52,5438.86,5437.339999999999,115.68808510638296,RCzaVnPuDWU,36.88,28.64,KoeycegizGoelue.EPD,LakeSediment,pollen,degC,T,annual,positive,0.0,4.654604395169233,4.454800823831732,4.533064713713678,3.8858084760549474,2.5281758244692334,,,,,,,,,,,,,decreasing,-0.6579097520369955,-0.6579097520369955
315,Pollen,Pollen (uncalibrated),219.3,11966.9,11747.6,133.49545454545455,Rz1sYNeOKel,66.52,59.3,Llet-T.liranta.2015,LakeSediment,pollen,degC,T,7,positive,0.0,0.3453333333333326,0.15633333333333077,0.844083333333332,0.5343333333333327,0.575333333333333,0.9210833333333319,0.6369761904761884,0.4296410256410237,0.04933333333333323,-1.1629393939393982,-1.4378484848484856,increasing,0.1693951437700195,0.1693951437700195,increasing,0.5068026561935175,0.5068026561935175,decreasing,-0.12017531579260658,-0.12017531579260658
316,Other,Other (uncalibrated),1390.0,11760.0,10370.0,450.8695652173913,T2L_GeoB3104_1_d18o_sacculifer_SST_from_d18o_sacculifer,-3.6667,-37.7167,GeoB3104_1.Arz.1998,MarineSediment,d18O,degC,T,annual,positive,,,,,,,,,,,,,no trend,0.11156460545127772,0.0,no trend,0.29321210732431063,0.0,no trend,-0.1118610848435822,0.0
317,Other,Other (uncalibrated),1390.0,11760.0,10370.0,450.8695652173913,T2L_GeoB3104_1_d18o_ruber_pink_SST_from_d18o_ruber_pink,-3.6667,-37.7167,GeoB3104_1.Arz.1998,MarineSediment,d18O,degC,T,annual,positive,,,,,,,,,,,,,no trend,0.017371147636084938,0.0,no trend,0.08415692257368469,0.0,no trend,0.15291296997084278,0.0
318,Other,Other (uncalibrated),813.2,11751.2,10938.0,287.8421052631579,T2L_GeoB5844_2_uk37_SST_from_uk37,27.714,34.6817,GeoB5844_2.Arz.2003,MarineSediment,alkenone,degC,T,annual,positive,0.0,-0.16206162459056372,-0.07357427233570135,-0.4967688680216007,-0.12768606317700204,-0.3459803962941628,-1.3402983965817619,-1.1558959902453658,-2.0837030537971657,-1.9240661719646823,-2.5861814454628664,-4.6344571957450285,increasing,0.35110331145116225,0.35110331145116225,increasing,0.5260914925887651,0.5260914925887651,no trend,0.05439444053841217,0.0
319,Other,Other (uncalibrated),516.0,9948.0,9432.0,285.8181818181818,T2L_GeoB5844_2_d18o_ruber_SST_from_d18o_ruber,27.714,34.6817,GeoB5844_2.Arz.2003,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.4647165492255958,-0.07558259301209702,-0.07522565850829821,0.05611691508326899,-0.11457798381296769,0.4804579967716798,1.9927838576805037,2.0482213169894017,1.2875989262095828,,,decreasing,-0.24299196333619813,-0.24299196333619813,no trend,-0.23757580808789688,0.0,no trend,-0.038015601867273985,0.0
320,Other,Other (uncalibrated),23.565,11502.69,11479.125,302.08223684210526,R3kXLCnhtdi,67.3628,62.7507,Kharinei.Jones.2011,LakeSediment,chironomid,degC,T,Summer,positive,0.0,-0.04379166666666734,0.016874999999998863,-0.28879166666666656,0.3428749999999976,0.06337499999999885,0.4515416666666656,0.8341249999999985,2.303208333333332,,2.368874999999999,3.0753749999999993,decreasing,-0.24935716051740814,-0.24935716051740814,decreasing,-0.5060060871650881,-0.5060060871650881,no trend,-0.03303877182504543,0.0
323,Pollen,Pollen (uncalibrated),67.0,5511.0,5444.0,194.42857142857142,M2L0pm7wjobP,49.82,-102.3,Kenosee.Porter.1992,LakeSediment,pollen,degC,T,annual,positive,0.0,1.4098000000000002,1.1244,1.7372,4.1068,2.9772666666666665,,,,,,,,,,,,,decreasing,-0.7488039803154791,-0.7488039803154791
324,Other,Other (uncalibrated),29.809,11754.609,11724.800000000001,192.2098360655738,R3Ypu5QP5eP,-42.6799,146.5914,EagleTarn.Rees.2010,LakeSediment,chironomid,degC,T,summerOnly,positive,0.0,-0.13200000000000145,0.45045,0.5035833333333315,1.5592499999999987,1.0229999999999997,-0.1595000000000013,-0.30808333333333415,-0.7625000000000011,0.5461388888888887,-0.02635000000000076,0.09791666666666465,no trend,0.02737539887180524,0.0,no trend,-0.09982938050205875,0.0,decreasing,-0.2891454201667091,-0.2891454201667091
325,Pollen,Pollen (uncalibrated),634.0,11748.6,11114.6,68.1877300613497,WEBe35a67a8,44.59,-93.41,Sharkey.Shuman.2016,LakeSediment,pollen,degC,T,warmest month,positive,0.0,0.20107142949999712,0.4541149070652146,0.46225369543103056,0.4242647051470527,0.2982142874999951,0.3910714291666615,0.5196428568859588,0.5165816332142832,0.22678571749999676,-4.239880949166668,-6.701785712500003,decreasing,0.16395520396310537,0.16395520396310537,increasing,1.4637645332272453,1.4637645332272453,decreasing,-0.07154508843793018,-0.07154508843793018
326,Pollen,Pollen (uncalibrated),634.0,11748.6,11114.6,68.1877300613497,WEBfb9ada34,44.59,-93.41,Sharkey.Shuman.2016,LakeSediment,pollen,degC,T,coldest month,positive,0.0,-0.02357142762500075,0.2964285716793462,-0.08386699479741289,-0.0296218472720593,-0.3142857146250009,-0.10119047629166644,0.03890977609429669,0.2739795922321431,0.782142860375,-2.6511904762916654,-7.770238092958335,no trend,0.17334899917277294,0.0,no trend,1.312938296784807,0.0,increasing,0.0650488339019387,0.0650488339019387
327,Pollen,Pollen (uncalibrated),634.0,11748.6,11114.6,68.1877300613497,WEB81ce5808,44.59,-93.41,Sharkey.Shuman.2016,LakeSediment,pollen,degC,T,annual,positive,0.0,0.18928571575,0.6023291929673913,0.4203201980948276,0.40945378157352935,0.14107143025,0.3404761910833334,0.5390977449868422,0.6535714293214285,0.6178571477500001,-5.56547618725,-10.586904758583332,no trend,0.2506297035438402,0.0,no trend,2.1202336815733225,0.0,no trend,-0.03902067149684219,0.0
328,Other,Other (uncalibrated),767.0,11928.0,11161.0,210.58490566037736,T2L_MD98_2165_mgca_ruber_SST_from_mgca_ruber,-9.65,118.4,MD98_2165.Levi.2007,MarineSediment,Mg/Ca,degC,T,annual,positive,0.0,-2.53553333333333,-2.236207142857147,-2.808989999999998,-2.3094699999999975,-2.073830000000001,-2.381370000000004,-1.6457300000000004,-1.991150000000001,-2.5066500000000005,-1.612683333333333,-1.9495250000000013,no trend,-0.021976081679677895,0.0,no trend,-0.04776261216017204,0.0,no trend,0.1105911198869791,0.0
331,Pollen,Pollen (uncalibrated),28.0,10934.0,10906.0,162.77611940298507,M2Lryhea56aP,47.98,-93.39,Myrtle.Janssen.1968,LakeSediment,pollen,degC,T,annual,positive,0.0,0.2073999999999998,0.37091428571428553,1.1584500000000002,1.1060571428571437,1.6553666666666667,1.8811999999999998,1.5872000000000002,1.9433999999999996,1.4297999999999993,0.03929090909090904,,decreasing,-0.0641811634073323,-0.0641811634073323,increasing,0.5186232454158675,0.5186232454158675,decreasing,-0.3305320054774004,-0.3305320054774004
333,Pollen,Pollen (uncalibrated),81.0,8959.0,8878.0,134.5151515151515,PYTA1GJPYJV,60.83,10.88,Haugtjern.Eide.2009,LakeSediment,pollen,degC,T,7,positive,0.0,0.5921249999999993,0.6035357142857176,0.7236249999999984,0.7378214285714275,1.2093928571428556,1.2227500000000013,1.0219166666666677,0.7159642857142856,,,,decreasing,-0.10494736801135657,-0.10494736801135657,,,,decreasing,-0.20409893266026713,-0.20409893266026713
334,Other,Other (uncalibrated),103.0,11116.0,11013.0,305.9166666666667,PYTUQPUNFJT,60.53,-145.45,Corser.Nichols.2014,Peat,GDGT,degC,T,annual,positive,0.0,-1.4299999999999997,-2.4800000000000004,-1.12,0.6639999999999997,-0.8645000000000005,-1.0460000000000003,-1.2665000000000006,0.6399999999999997,-0.7675000000000001,-1.6072499999999996,-1.4110000000000005,no trend,-0.015095946778473531,0.0,no trend,0.153217122722106,0.0,no trend,-0.038834319272117446,0.0
335,Other,Other (uncalibrated),0.0,7450.0,7450.0,0.9998657898268689,PYTNG9UXJDL,69.0,25.0,Lapland.Helama.2009,Wood,TRW,degC,T,7,positive,0.0,0.06318681318681385,-0.0026173826173820913,-0.06333666333666521,0.20123876123876094,-0.066703296703297,-0.00038961038960927397,-0.1328308277088741,,,,,no trend,0.006505722576648686,0.0,,,,no trend,-0.0047175554046557,0.0
337,Pollen,Pollen (uncalibrated),211.61,7834.28,7622.67,162.18446808510637,RzyRCrnQ01a,46.79,7.83,Haengstli.Heeb.1972,Peat,pollen,degC,T,annual,positive,0.0,-1.6419999986000002,-0.6749999999333332,-0.1552380947666654,-0.18345237984999851,0.2660204093285712,1.2252380957333333,3.032738097066666,,,,,decreasing,-0.4816944472371833,-0.4816944472371833,,,,no trend,-0.20350256631379404,0.0
339,Pollen,Pollen (uncalibrated),0.9677,10330.19,10329.222300000001,95.64094722222224,WEB7014bceb,45.04,-68.73,Mansell.Shuman.2016,LakeSediment,pollen,degC,T,warmest month,positive,0.0,-0.09940476208333138,-0.02083333541666832,0.15535714058333738,0.10025510125000281,0.36964285458333634,0.7592532448863629,1.1367857132500063,0.9492346926785729,0.7101190445833367,-0.15416666874999763,,decreasing,-0.09831706899791502,-0.09831706899791502,no trend,0.1305209777057359,0.0,decreasing,-0.05349647467222631,-0.05349647467222631
340,Pollen,Pollen (uncalibrated),0.9677,10330.19,10329.222300000001,95.64094722222224,WEBf671079c,45.04,-68.73,Mansell.Shuman.2016,LakeSediment,pollen,degC,T,coldest month,positive,0.0,-0.10773809491666597,0.011309523916667175,0.14178571451666855,-0.20603741467856906,0.04623015836111222,-0.6354437226590903,-0.8872619047499981,-1.4723639460357134,-2.222023808416667,-2.4886904750833327,,increasing,0.190461114829995,0.190461114829995,increasing,0.5588177803522513,0.5588177803522513,no trend,0.0038581545193996205,0.0
341,Pollen,Pollen (uncalibrated),0.9677,10330.19,10329.222300000001,95.64094722222224,WEBa58bb1ff,45.04,-68.73,Mansell.Shuman.2016,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.15327380958333336,-0.015178573416666646,0.22624999778333335,-0.0027636060595238043,0.39275793369444445,0.4415313837651515,0.6931547610833333,0.2130527198690476,-0.4008928594166667,-1.3985119060833335,,decreasing,-0.0030865116098003015,-0.0030865116098003015,increasing,0.4099298678818616,0.4099298678818616,no trend,-0.05156739740778796,0.0
342,Pollen,Pollen (uncalibrated),27.0,8914.0,8887.0,158.69642857142858,PYTXLQJX3FB,58.53,7.73,Grostjorn.Eide.2009,LakeSediment,pollen,degC,T,7,positive,0.0,0.2303888888888892,0.06287499999999824,0.24624999999999986,0.727249999999998,0.37849999999999895,0.684099999999999,0.36378571428571504,0.15949999999999953,,,,decreasing,-0.04450745639369326,-0.04450745639369326,,,,decreasing,-0.11453577315588187,-0.11453577315588187
343,Other,Other (uncalibrated),777.0,10949.0,10172.0,207.59183673469389,PYT66RBVNK6,64.206,-145.814,Quartz.Wooller.2012,LakeSediment,chironomid,degC,T,summer,positive,0.0,-0.024833333333333485,0.03249999999999886,-0.010800000000001475,0.11833333333333229,0.18433333333333302,-0.0486000000000022,0.09599999999999831,-0.11050000000000182,0.14849999999999852,-1.1690000000000005,,no trend,0.07175847605436875,0.0,no trend,0.2617675147599969,0.0,no trend,-0.03576898731960842,0.0
344,Other,Other (uncalibrated),4330.0,11840.0,7510.0,395.2631578947368,T2L_WIND28K_d18o_ruber_SST_from_d18o_ruber,-10.1538,51.0128,WIND28K.Kiefer.2006,MarineSediment,d18O,degC,T,annual,positive,,,,,,,,,,,,,decreasing,-0.5318656472615614,-0.5318656472615614,decreasing,-0.5480082474199228,-0.5480082474199228,,,
345,Other,Other (uncalibrated),1371.0,12000.0,10629.0,366.51724137931035,T2L_GeoB3910_2_uk37_SST_from_uk37,-4.245,-36.345,GeoB3910_2.Arz.2001,MarineSediment,alkenone,degC,T,annual,positive,,,,,,,,,,,,,increasing,0.1301486995101407,0.1301486995101407,increasing,0.20851541409364527,0.20851541409364527,no trend,-0.1561446958731804,0.0
346,Other,Other (uncalibrated),245.0,10699.0,10454.0,98.62264150943396,T2L_GeoB3910_2_d18o_sacculifer_SST_from_d18o_sacculifer,-4.245,-36.345,GeoB3910_2.Arz.2001,MarineSediment,d18O,degC,T,annual,positive,0.0,0.5410474042484381,0.7908196499501798,0.7920691470234793,0.602722801678258,0.30472480428488424,1.0343575350381293,-0.21902186249735678,0.30286397122943143,0.1442984886990928,-0.12025042175757505,,increasing,0.05831326022473845,0.05831326022473845,no trend,0.17515857674725005,0.0,no trend,-0.04703396294230688,0.0
347,Other,Other (uncalibrated),1372.664,11943.427,10570.762999999999,188.763625,WEB127ac992,-1.2317,33.1983,Victoria.Berke.2012,LakeSediment,GDGT,degC,T,annual,positive,,,,,,,,,,,,,decreasing,-0.09126535476513875,-0.09126535476513875,no trend,0.0454356064638489,0.0,no trend,0.10451142116971904,0.0
348,Other,Other (uncalibrated),9.0,6293.0,6284.0,82.6842105263158,WEB6df77dbb,-54.497,-37.053,FanLake.Foster.2016,LakeSediment,GDGT,degC,T,mean summer,positive,0.0,2.204220779220779,4.092792207792206,6.3751731601731585,5.382474747474745,5.951363636363634,4.071363636363635,,,,,,,,,,,,decreasing,-1.6270655565429448,-1.6270655565429448
351,Pollen,Pollen (uncalibrated),23.0,10491.0,10468.0,307.88235294117646,M2Lx02nyks5P,47.29,-93.6,LittleBass.Swain.NA,LakeSediment,pollen,degC,T,annual,positive,0.0,0.26371428571428535,-0.014000000000000234,0.1473333333333331,0.5504999999999995,0.7189999999999994,1.1920000000000002,0.8376666666666663,0.1717499999999994,0.3643333333333336,0.024999999999999467,,no trend,-0.03352670091368622,0.0,increasing,0.3334129292659379,0.3334129292659379,no trend,-0.10081642386913665,0.0
352,Pollen,Pollen (uncalibrated),329.0,11861.0,11532.0,606.9473684210526,WEBa45174e3,75.18,-111.92,BC01Lake.Peros.2010,LakeSediment,pollen,degC,T,summerOnly,positive,0.0,-0.19280000000000008,0.09240000000000004,0.25280000000000014,0.33219999999999983,0.18830000000000036,0.40759999999999996,0.1588999999999996,0.20309999999999961,0.12419999999999964,0.4364999999999992,-0.046100000000000474,no trend,-0.018845022031013684,0.0,no trend,0.0411854342837137,0.0,no trend,-0.07342855977381359,0.0
353,Other,Other (uncalibrated),16.9,11901.314,11884.414,86.11894202898551,PYTFYIETUXB,71.99,14.36,JM01-1199.Hald.2007,MarineSediment,foraminifera,degC,T,Summer,positive,0.0,0.9077999999999999,-0.3609999999999989,-0.5677499999999993,-0.6403333333333316,0.068500000000002,-0.45629999999999793,-0.2274666666666647,1.184375000000001,1.8116000000000003,1.1752941176470593,-2.5788297872340404,increasing,0.17283979648421077,0.17283979648421077,increasing,0.4975591029745931,0.4975591029745931,no trend,0.1497235243899827,0.0
354,Other,Other (uncalibrated),500.0,11700.0,11200.0,339.3939393939394,RL0SCEeYVWU,18.0518,57.609,117_723A.Godad.2011,MarineSediment,foraminifera,degC,T,summerOnly,positive,0.0,0.4634999999999998,0.9379999999999988,0.6450000000000031,0.6519999999999975,0.6230000000000011,0.9329999999999998,1.096666666666664,0.9084000000000003,0.7759999999999998,0.859333333333332,0.43966666666666754,no trend,-0.023182272452986676,0.0,no trend,0.12805665428180352,0.0,no trend,-0.05086461557186065,0.0
357,Pollen,Pollen (uncalibrated),146.0,10728.0,10582.0,246.09302325581396,M2Lthi33n58P,52.27,-58.05,Moraine.Hansen.1985,LakeSediment,pollen,degC,T,annual,positive,0.0,-1.9805000000000001,-0.3286000000000002,-1.3403999999999998,-0.6272500000000001,-2.1404000000000005,-1.9872000000000005,-0.7487499999999998,0.7694999999999997,1.8796666666666664,0.48599999999999977,,no trend,-0.14731676158331486,0.0,decreasing,-0.8679317923880703,-0.8679317923880703,no trend,0.22000880958272884,0.0
360,Pollen,Pollen (uncalibrated),2206.0,10419.0,8213.0,248.87878787878788,M2L2xbh2w6zP,45.6,-84.32,Sixteen.Futyma.1986,LakeSediment,pollen,degC,T,annual,positive,,,,,,,,,,,,,increasing,0.30449595392353,0.30449595392353,increasing,0.6594578146284483,0.6594578146284483,increasing,0.4304374664988422,0.4304374664988422
361,Other,Other (uncalibrated),141.492,11999.236,11857.744,150.0980253164557,T2L_MD02_2503_d18o_bulloides_SST_from_d18o_bulloides,34.3862,-120.0365,MD02_2503.Hill.2006,MarineSediment,d18O,degC,T,annual,positive,0.0,-1.2027333333333328,0.02116666666666589,0.02495238095238328,0.25080952380952404,-0.30970833333333125,-0.9185333333333343,-1.3873333333333324,-1.3589999999999982,-1.508333333333331,-1.6965606060606024,-3.6193333333333317,increasing,0.20085013739105745,0.20085013739105745,increasing,0.20349611475326576,0.20349611475326576,no trend,-0.06520817030185033,0.0
362,Other,Other (uncalibrated),0.0,10035.0,10035.0,244.7560975609756,RZHD2qbGw9D,62.05,129.48,Temje.Nazarova.2013,LakeSediment,chironomid,degC,T,Summer,positive,0.0,-0.12049999999999983,-0.49099999999999966,-0.7989999999999995,-0.6436666666666646,0.34914285714285853,0.4468571428571444,0.07099999999999795,-0.35249999999999915,-0.6976666666666667,0.35999999999999943,,no trend,-0.04565564009747409,0.0,increasing,0.2776564003848537,0.2776564003848537,no trend,-0.07578282653986361,0.0
363,Other,Other (uncalibrated),481.0,8661.0,8180.0,60.14705882352941,WEB857d0da0,37.28,96.91,HurlegLake.Zhao.2013,LakeSediment,alkenone,degC,T,Summer,positive,0.0,-0.42631936249999997,-1.251791646153846,-1.8446455777777775,-3.0926958555555553,-4.037702010526314,-2.307994957894737,-3.065277188888889,-5.018640072727273,,,,increasing,0.507173875942191,0.507173875942191,,,,increasing,0.9329162145251302,0.9329162145251302
364,Other,Other (uncalibrated),553.8,10422.9,9869.1,103.88526315789474,T2L_ODP162_984_mgca_pachyderma_d_SST_from_mgca_pachyderma_d,61.4253,-24.0824,ODP162_984.Came.2007,MarineSediment,Mg/Ca,degC,T,annual,positive,0.0,1.3385933333333337,1.1961266666666681,0.7757658333333328,2.608217333333334,1.6318053333333342,1.314493333333333,-0.10709030303030431,-0.8902066666666659,-1.535052666666667,-1.8619291666666662,,increasing,0.29255763328153067,0.29255763328153067,increasing,0.7792775324658545,0.7792775324658545,no trend,-0.2744925706704142,0.0
365,Other,Other (uncalibrated),446.0,11099.5,10653.5,78.3345588235294,T2L_ODP162_984_d18o_pachyderma_d_SST_from_d18o_pachyderma_d,61.4253,-24.0824,ODP162_984.Came.2007,MarineSediment,d18O,degC,T,annual,positive,0.0,0.32776350434536994,0.12299806178726413,0.4258078884691745,0.28103540122698156,0.36871678210069625,0.751563176238454,1.1057075236455258,0.8499871295310708,0.36218713118605983,-0.06211216611636061,-0.5168108294126572,decreasing,-0.044777273249055796,-0.044777273249055796,increasing,0.22096520491212604,0.22096520491212604,no trend,-0.06367342295367363,0.0
366,Other,Other (uncalibrated),125.7,11722.0,11596.3,56.56731707317073,T2L_MD98_2176_d18o_ruber_SST_from_d18o_ruber,-5.0031,133.4447,MD98_2176.Stott.2007,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.08499526749852748,-0.12904407424015218,-0.6589340489294706,-0.42011899947694786,-0.38241247637116516,-0.5542790087532623,-0.5459238524709953,-0.6771613722845551,-0.7688095138561657,-0.8208621821792654,-1.3447971051647194,increasing,0.08517634651304404,0.08517634651304404,increasing,0.11600418954317808,0.11600418954317808,increasing,0.09812310868022199,0.09812310868022199
367,Other,Other (uncalibrated),125.7,11903.0,11777.3,56.35071770334928,T2L_MD98_2176_mgca_ruber_SST_from_mgca_ruber,-5.0031,133.4447,MD98_2176.Stott.2007,MarineSediment,Mg/Ca,degC,T,annual,positive,0.0,0.24892544802867178,0.631516269284706,0.23331822580645323,0.687023225806449,1.32062197580645,1.1149719758064514,0.9167091081593917,1.3262032258064416,0.937603225806452,0.557169892473123,-0.3353967741935513,decreasing,-0.08594110677954547,-0.08594110677954547,increasing,0.17380426179948646,0.17380426179948646,decreasing,-0.209212750989503,-0.209212750989503
368,Other,Other (uncalibrated),13.963,11620.88,11606.917,154.75889333333333,PYTM75R3NFI,62.27,9.83,Ratasjoen.Velle.2005,LakeSediment,chironomid,degC,T,Summer,positive,0.0,-0.04594444444444434,-0.2757777777777779,-0.37027777777777793,0.7727222222222228,0.22405555555555523,0.513984126984127,0.3161111111111108,-0.19261111111111084,0.4886984126984135,1.6505555555555542,1.9277555555555548,decreasing,-0.13249684222036365,-0.13249684222036365,decreasing,-0.3187028873143685,-0.3187028873143685,no trend,-0.0915066550356398,0.0
371,Pollen,Pollen (uncalibrated),40.0,10973.0,10933.0,312.37142857142857,M2Lsemj4z4fP,42.5,-73.32,Berry.Whitehead.1979,LakeSediment,pollen,degC,T,annual,positive,0.0,0.24723809523809415,0.004571428571426672,0.6589714285714274,0.5165714285714271,0.2744285714285697,0.015571428571427681,0.0025714285714268925,0.45457142857142774,-1.0724285714285733,-1.7590952380952398,,no trend,0.11091763446057018,0.0,no trend,0.4680841599817244,0.0,no trend,-0.06631273413922151,0.0
