,Unnamed: 0,Category,CategorySpecific,ageMin,ageMax,ageRange,ageRes,TSid,Lat,Lon,Archive,Proxy,Unit,Interp,Season,Direction,bin0ka,bin1ka,bin2ka,bin3ka,bin4ka,bin5ka,bin6ka,bin7ka,bin8ka,bin9ka,bin10ka,bin11ka,TotalDirection,TotalSlope,TotalSlopeSig,EarlyDirection,EarlySlope,EarlySlopeSig,LateDirection,LateSlope,LateSlopeSig,geometry,index_right,Continent,Type,Name,Acronym
111,203,Pollen,Pollen (uncalibrated),240.0,10771.0,10531.0,244.906976744186,M2L7vpov9ueP,47.14,-93.64,LakeSediment,pollen,degC,T,annual,positive,0.0,0.19176666666666708,0.3175999999999997,0.9036,0.9959333333333332,1.1711,1.0882666666666676,1.2106000000000003,0.9939333333333336,0.6496000000000004,0.15610000000000035,,decreasing,-0.08099438233713407,-0.08099438233713407,increasing,0.22245248041268664,0.22245248041268664,decreasing,-0.253413419807596,-0.253413419807596,POINT (-93.64 47.13999999999999),4.0,NORTH-AMERICA,Land,C.North-America,CNA
112,206,Pollen,Pollen (uncalibrated),136.0,10900.0,10764.0,262.5365853658537,M2Lb1ru7x97P,46.61,-73.0,LakeSediment,pollen,degC,T,annual,positive,0.0,0.5034999999999998,0.8851666666666667,0.9891666666666667,0.6857499999999996,1.4535,0.9983000000000004,0.42410000000000014,-0.3516999999999997,-0.7278333333333333,0.5056666666666665,,increasing,0.07909691906401436,0.07909691906401436,increasing,0.15047095181032255,0.15047095181032255,decreasing,-0.21727171899302425,-0.21727171899302425,POINT (-72.99999999999999 46.60999999999999),5.0,NORTH-AMERICA,Land,E.North-America,ENA
113,207,Pollen,Pollen (uncalibrated),7.0,9121.0,9114.0,75.32231404958678,GH47c8e274,43.87,-64.93,LakeSediment,pollen,degC,T,annual,positive,0.0,1.15054945054945,0.951948051948052,1.0578571428571433,0.6351648351648347,0.8857142857142861,0.5428571428571427,0.9428571428571432,1.2428571428571429,1.2428571428571429,,,decreasing,-0.1280509971508514,-0.1280509971508514,,,,decreasing,-0.17039968359025928,-0.17039968359025928,POINT (-64.92999999999999 43.86999999999999),5.0,NORTH-AMERICA,Land,E.North-America,ENA
114,209,Pollen,Pollen (uncalibrated),39.32,10938.81,10899.49,117.19881720430106,RNsd247y3UK,54.78,-6.26,Peat,pollen,degC,T,annual,positive,0.0,-0.03611263825480826,-0.034505495004806264,-0.5025412090673083,-0.6035233524423074,-0.236172161458974,-0.4075412089423072,-0.8590293036923065,-0.31679120949230644,0.1558119652521377,-5.464505494692308,,increasing,0.272358666653604,0.272358666653604,no trend,1.039259793749388,0.0,increasing,0.08603815486039866,0.08603815486039866,POINT (-6.26 54.77999999999999),16.0,EUROPE,Land,N.Europe,NEU
115,214,Pollen,Pollen (uncalibrated),5820.0,10290.0,4470.0,194.34782608695653,M2L73grsf22P,50.92,-90.45,LakeSediment,pollen,degC,T,annual,positive,,,,,,,,,,,,,,,,increasing,0.7188050026548782,0.7188050026548782,,,,POINT (-90.45 50.92),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
116,215,Pollen,Pollen (uncalibrated),6.0,10881.0,10875.0,44.02834008097166,RBFjUCSs1ez,50.1167,6.8833,LakeSediment,pollen,degC,T,1,positive,0.0,-0.3886138821837117,-0.4981778123870615,-0.7687427214958333,-0.4609863251458337,-1.5116241582726448,-1.5376380214791667,-1.2363167952767853,-1.2597973870691663,-2.4763972446291667,-4.938028061729167,,increasing,0.3163258368145125,0.3163258368145125,increasing,0.7137777525927594,0.7137777525927594,increasing,0.2565833769424945,0.2565833769424945,POINT (6.8833 50.1167),17.0,EUROPE,Land,West&Central-Europe,WCE
117,216,Pollen,Pollen (uncalibrated),6.0,10881.0,10875.0,44.02834008097166,RiOf362hfE8,50.1167,6.8833,LakeSediment,pollen,degC,T,7,positive,0.0,0.025037138314399243,-0.18093332922148875,-0.18329807129166653,-0.12683591562499785,0.29626605256341065,0.5457862663988102,0.374876762708336,0.4596684084416687,0.5314301300416666,0.2478841355416677,,decreasing,-0.05680387285138195,-0.05680387285138195,no trend,0.046117337229872435,0.0,no trend,-0.03069184200994253,0.0,POINT (6.8833 50.1167),17.0,EUROPE,Land,West&Central-Europe,WCE
118,217,Pollen,Pollen (uncalibrated),6.0,10881.0,10875.0,44.02834008097166,RiqkBNqHL3T,50.1167,6.8833,LakeSediment,pollen,degC,T,"1,8",positive,0.0,-0.18178837193465916,-0.33955557080427623,-0.4760203963937502,-0.2939111203854169,-0.6076790528546195,-0.4959258775401787,-0.4307200162842262,-0.4000644893137499,-0.97248355729375,-2.3450719630937504,,increasing,0.12976098198156538,0.12976098198156538,increasing,0.37994754491131605,0.37994754491131605,increasing,0.11294576746627595,0.11294576746627595,POINT (6.8833 50.1167),17.0,EUROPE,Land,West&Central-Europe,WCE
119,220,Pollen,Pollen (uncalibrated),197.0,10684.0,10487.0,223.12765957446808,M2L4110p1qwP,50.69,-99.66,LakeSediment,pollen,degC,T,annual,positive,0.0,0.1186666666666667,0.7731666666666668,1.2789999999999997,1.7956666666666667,1.4409999999999998,1.4176666666666669,1.6261666666666663,1.4325416666666666,1.2871666666666666,1.2961666666666665,,decreasing,-0.1680239862494801,-0.1680239862494801,no trend,0.05707393637060185,0.0,decreasing,-0.3951789473322278,-0.3951789473322278,POINT (-99.66 50.68999999999999),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
120,223,Pollen,Pollen (uncalibrated),56.0,10789.0,10733.0,290.08108108108115,M2L1vo2cyx4P,46.72,-70.3,LakeSediment,pollen,degC,T,annual,positive,0.0,0.11900000000000001,0.8479999999999999,0.939,0.5417500000000004,0.6789999999999998,1.5059999999999998,2.0116,1.919,1.1796666666666669,0.8460000000000001,,decreasing,-0.15450980967327774,-0.15450980967327774,no trend,0.15775402135276848,0.0,no trend,-0.1193192825539417,0.0,POINT (-70.3 46.71999999999999),5.0,NORTH-AMERICA,Land,E.North-America,ENA
121,226,Pollen,Pollen (uncalibrated),194.6,10883.4,10688.8,288.8864864864865,M2Lj3ejix02P,40.08,-105.54,LakeSediment,pollen,degC,T,annual,positive,0.0,0.3940000000000001,-0.5406,-0.8085,-0.5215000000000001,-1.2830000000000001,0.20650000000000013,0.13600000000000012,-2.7335000000000003,-2.1815,-1.401,,increasing,0.18049410900647195,0.18049410900647195,no trend,0.4411196883470312,0.0,increasing,0.2533254658539049,0.2533254658539049,POINT (-105.54 40.07999999999999),3.0,NORTH-AMERICA,Land,W.North-America,WNA
122,227,Other,Other (uncalibrated),41.0,11965.1,11924.1,40.835958904109596,T2L_MD98_2161_mgca_ruber_SST_from_mgca_ruber,-5.21,117.48,MarineSediment,Mg/Ca,degC,T,annual,positive,0.0,0.13308636647905558,0.29294829059829297,0.5133871794871858,0.4557669413919463,0.592787179487182,0.969712179487182,0.8891538461538531,0.984120512820514,0.8779681318681263,0.7799159673659766,-0.24220256410255914,decreasing,-0.058600558956293285,-0.058600558956293285,increasing,0.1770243080180559,0.1770243080180559,decreasing,-0.12788867068417156,-0.12788867068417156,POINT (117.48 -5.21),38.0,ASIA,Land-Ocean,S.E.Asia,SEA
123,228,Other,Other (uncalibrated),41.0,11965.1,11924.1,40.835958904109596,T2L_MD98_2161_d18o_ruber_SST_from_d18o_ruber,-5.21,117.48,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.01694528111125848,0.12575129281369612,0.03741697468269578,0.16384482868275185,-0.1392127397073466,0.12274409074220215,-0.021515881225855796,-0.3948040469480638,-0.33238856690046603,-1.1764024617714135,-2.4840733787902103,increasing,0.12598386090811875,0.12598386090811875,increasing,0.4702270235145881,0.4702270235145881,no trend,0.0043789566032649005,0.0,POINT (117.48 -5.21),38.0,ASIA,Land-Ocean,S.E.Asia,SEA
124,229,Other,Other (uncalibrated),1968.1,8296.5,6328.4,154.35121951219514,PYTT4U7T413,58.3677,-57.507,MarineSediment,dinocyst,degC,T,Summer,positive,,,,,,,,,,,,,no trend,-0.37513110396494254,0.0,,,,no trend,0.2145067948646252,0.0,POINT (-57.50699999999999 58.36769999999999),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
125,230,Other,Other (uncalibrated),1968.1,8296.5,6328.4,154.35121951219514,PYTHNY32G95,58.3677,-57.507,MarineSediment,dinocyst,degC,T,summer + winter,positive,,,,,,,,,,,,,no trend,-0.1214028421907939,0.0,,,,no trend,-0.04511608002711776,0.0,POINT (-57.50699999999999 58.36769999999999),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
126,234,Pollen,Pollen (uncalibrated),19.0,8374.0,8355.0,321.34615384615387,M2LzelduliwP,50.55,-66.27,LakeSediment,pollen,degC,T,annual,positive,0.0,0.6946666666666665,0.6709999999999999,-0.15133333333333354,0.1801666666666666,0.6416666666666666,2.847266666666667,3.53,-1.9848333333333332,,,,no trend,-0.3133995163016469,0.0,,,,no trend,-0.01773145642342729,0.0,POINT (-66.26999999999998 50.55),2.0,NORTH-AMERICA,Land,N.E.North-America,NEN
127,237,Pollen,Pollen (uncalibrated),7.0,10872.0,10865.0,113.17708333333331,M2Lmcalxjr0P,43.42,-89.73,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.35075000000000056,-0.3027083333333325,0.1010833333333334,-0.2708055555555537,0.13841666666666708,0.28841666666666743,0.25627380952381085,-0.2823833333333328,-0.4410378787878786,-0.99072619047619,,no trend,0.034830549877805095,0.0,increasing,0.3219829797189317,0.3219829797189317,no trend,-0.03678772921782816,0.0,POINT (-89.73 43.41999999999999),5.0,NORTH-AMERICA,Land,E.North-America,ENA
128,238,Glacier Ice,Glacier Ice,0.0,11512.0,11512.0,0.9999131416659428,LPD315357f3,72.6,-38.5,GlacierIce,gas,degC,T,annual,positive,0.0,0.7642257742257748,0.4428071928071908,0.7540959040959088,1.449310689310689,0.8381518481518526,1.316033966033963,2.0050149850149883,0.4237862137862152,1.0649350649350673,-1.7661738261738194,-3.9760455139402495,increasing,0.14698405851299734,0.14698405851299734,increasing,0.9490117833577691,0.9490117833577691,decreasing,-0.1814951134713136,-0.1814951134713136,POINT (-38.5 72.59999999999999),0.0,POLAR,Land,Greenland/Iceland,GIC
129,239,Other,Other (uncalibrated),1016.0,9373.0,8357.0,181.67391304347825,PYTQF21HJNC,-66.0512,138.5572,MarineSediment,GDGT,degC,T,annual,positive,,,,,,,,,,,,,no trend,-0.04053931861029052,0.0,,,,no trend,-0.050416178720494566,0.0,POINT (138.5572 -66.05119999999999),44.0,POLAR,Land,E.Antarctica,EAN
130,240,Other,Other (uncalibrated),1.287,11956.413,11955.126,306.5416923076923,PYTZOBOLJRG,60.7167,-150.8,LakeSediment,chironomid,degC,T,summer,positive,0.0,-0.0661666666666676,0.06476666666666553,-0.11033333333333496,0.2908333333333317,0.8406666666666656,0.2476666666666656,-0.04033333333333466,-0.24533333333333296,-0.09816666666666583,-0.22183333333333444,-0.43416666666666615,no trend,0.026600474128848563,0.0,increasing,0.0977975046296066,0.0977975046296066,decreasing,-0.10064073954581776,-0.10064073954581776,POINT (-150.8 60.7167),1.0,NORTH-AMERICA,Land,N.W.North-America,NWN
131,242,Pollen,Pollen (uncalibrated),150.97,9050.46,8899.49,125.3449295774648,Rd6Oiv4cg6q,52.32,17.36,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.2676700685000002,0.9796428567857144,3.928877551,3.928917233333333,4.536832096000001,4.5119489797000005,4.9720918339999995,2.0376275515,-1.1014795940000006,,,decreasing,-0.5841285182817296,-0.5841285182817296,,,,decreasing,-1.0110772575617102,-1.0110772575617102,POINT (17.36 52.32),17.0,EUROPE,Land,West&Central-Europe,WCE
132,244,Other,Other (uncalibrated),1093.599,6022.916,4929.317,86.4792456140351,LPD9cc3baf6,2.7125,36.537,LakeSediment,GDGT,degC,T,annual,positive,,,,,,,,,,,,,,,,,,,decreasing,-0.20467823774060326,-0.20467823774060326,POINT (36.537 2.712499999999999),23.0,AFRICA,Land,N.Eastern-Africa,NEAF
133,248,Pollen,Pollen (uncalibrated),667.0,5769.0,5102.0,159.4375,M2L7yquhwzuP,67.05,-50.47,LakeSediment,pollen,degC,T,annual,positive,0.0,0.008233333333333537,-0.19343333333333332,-0.9622,-0.9997666666666668,-1.7691,,,,,,,,,,,,,increasing,0.3672712197028308,0.3672712197028308,POINT (-50.47 67.05),0.0,POLAR,Land,Greenland/Iceland,GIC
134,251,Pollen,Pollen (uncalibrated),1.0,10980.0,10979.0,53.29611650485437,M2LrfsovzqmP,45.18,-77.35,LakeSediment,pollen,degC,T,annual,positive,0.0,0.25748333333333395,0.16427083333333492,0.21112179487179628,0.09261458333333383,-0.07127873563218401,0.01891666666666758,0.07150333333333414,-0.4231388888888876,-1.1617023809523808,-2.36970238095238,,increasing,0.1311715370126708,0.1311715370126708,increasing,0.5260936307703455,0.5260936307703455,increasing,0.030938975573187075,0.030938975573187075,POINT (-77.34999999999999 45.17999999999999),5.0,NORTH-AMERICA,Land,E.North-America,ENA
135,252,Other,Other (uncalibrated),305.0,11961.0,11656.0,157.51351351351352,T2L_PL07_39PC_mgca_ruber_SST_from_mgca_ruber,10.7,-65.9417,MarineSediment,Mg/Ca,degC,T,annual,positive,0.0,0.2714624999999984,-0.19891000000000147,-0.08325000000000315,-0.1281500000000051,-0.4152500000000003,0.11041666666666572,0.9112999999999972,0.4989500000000007,0.7810099999999984,0.12133999999999645,-2.0563125000000007,increasing,0.11769079827125355,0.11769079827125355,increasing,0.583021326763212,0.583021326763212,no trend,0.08295992991469273,0.0,POINT (-65.94169999999998 10.7),10.0,SOUTH-AMERICA,Land,N.South-America,NSA
136,253,Other,Other (uncalibrated),305.0,11961.0,11656.0,157.51351351351352,T2L_PL07_39PC_d18o_ruber_SST_from_d18o_ruber,10.7,-65.9417,MarineSediment,d18O,degC,T,annual,positive,0.0,0.2225013542493528,-0.2313867998009762,-0.6196829058871209,-0.06523085421232011,-1.0384605132133018,-0.9330092741072632,0.4127578616022021,-0.3582232428409995,-1.0777563335246008,-1.9871607486245253,-2.82882111479973,increasing,0.240942442066697,0.240942442066697,increasing,0.5814744483664936,0.5814744483664936,increasing,0.1769427317973621,0.1769427317973621,POINT (-65.94169999999998 10.7),10.0,SOUTH-AMERICA,Land,N.South-America,NSA
137,254,Other,Other (uncalibrated),305.0,10897.0,10592.0,365.2413793103448,T2L_PL07_39PC_d18o_ruber_pink_SST_from_d18o_ruber_pink,10.7,-65.9417,MarineSediment,d18O,degC,T,annual,positive,0.0,0.517328725268456,0.745872987175531,1.5048811641824784,1.5724348005284805,1.4421076410752782,1.3566388373700278,1.9203833710596785,1.7606780303691814,0.30095114067156103,0.4814127829131501,,no trend,-0.02314443106288307,0.0,increasing,0.38259031079089295,0.38259031079089295,decreasing,-0.3239922708887034,-0.3239922708887034,POINT (-65.94169999999998 10.7),10.0,SOUTH-AMERICA,Land,N.South-America,NSA
138,255,Other,Other (uncalibrated),305.0,11961.0,11656.0,153.3684210526316,T2L_PL07_39PC_d18o_bulloides_SST_from_d18o_bulloides,10.7,-65.9417,MarineSediment,d18O,degC,T,annual,positive,0.0,0.3267515919699981,0.0951248212927034,0.3408139074033869,-0.4572690326659554,-0.1950142800306871,-0.4618324911703908,-0.5583346586513365,-1.4158065355705922,-1.4764413150475306,-1.953035528774265,-2.7850638685175504,increasing,0.27498973958140066,0.27498973958140066,increasing,0.4866431010461119,0.4866431010461119,no trend,0.08130379550899386,0.0,POINT (-65.94169999999998 10.7),10.0,SOUTH-AMERICA,Land,N.South-America,NSA
139,257,Pollen,Pollen (uncalibrated),45.95,4902.74,4856.79,202.36625,RsCmrJ2LIUJ,43.12,-4.02,Peat,pollen,degC,T,annual,positive,0.0,-0.21732142862500226,0.5998214277083314,-0.8701785712678578,-1.932831632767857,,,,,,,,,,,,,,increasing,0.518667369163789,0.518667369163789,POINT (-4.02 43.11999999999999),19.0,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED
140,259,Other,Other (uncalibrated),614.285,11897.7,11283.415,77.8166551724138,WEBd5f320fe,23.0,-95.53,MarineSediment,foraminifera,degC,T,winter,positive,0.0,-0.2790714285714309,1.01078571428571,0.8301666666666634,0.951349999999998,1.4829210526315817,1.5133181818181818,0.4175000000000004,0.9725,0.8372142857142855,0.2369999999999983,0.4619285714285759,decreasing,-0.03411399860881064,-0.03411399860881064,increasing,0.18273862047071693,0.18273862047071693,decreasing,-0.3189443741160374,-0.3189443741160374,POINT (-95.52999999999999 23),6.0,CENTRAL-AMERICA,Land,N.Central-America,NCA
141,262,Pollen,Pollen (uncalibrated),179.669,8981.785,8802.116,97.80128888888888,PYTU1B5B43Z,58.55,13.67,LakeSediment,pollen,degC,T,annual,positive,0.0,0.8259000000000007,1.7068333333333332,1.6156666666666668,2.3290000000000006,1.8432857142857149,2.655571428571429,2.9297352941176484,1.2901428571428566,,,,decreasing,-0.16950437074820218,-0.16950437074820218,,,,decreasing,-0.3190782154934758,-0.3190782154934758,POINT (13.67 58.55),16.0,EUROPE,Land,N.Europe,NEU
142,263,Other,Other (uncalibrated),1553.723,11833.003999999999,10279.280999999999,285.53558333333336,GHc377da65,-20.4,36.3,MarineSediment,foraminifera,degC,T,warm season,positive,,,,,,,,,,,,,no trend,-0.028877746147513532,0.0,no trend,0.01750085094015263,0.0,no trend,-0.1031707585987292,0.0,POINT (36.3 -20.4),26.0,AFRICA,Land,E.Southern-Africa,ESAF
143,264,Other,Other (uncalibrated),1553.723,11833.003999999999,10279.280999999999,285.53558333333336,GH4f526bba,-20.4,36.3,MarineSediment,foraminifera,degC,T,cold season,positive,,,,,,,,,,,,,no trend,-0.0189048557920638,0.0,no trend,0.12714019210323335,0.0,no trend,-0.24418790580393926,0.0,POINT (36.3 -20.4),26.0,AFRICA,Land,E.Southern-Africa,ESAF
144,265,Other,Other (uncalibrated),1553.723,11833.003999999999,10279.280999999999,285.53558333333336,GH06e59526,-20.4,36.3,MarineSediment,foraminifera,degC,T,annual,positive,,,,,,,,,,,,,no trend,-0.02389130096978865,0.0,no trend,0.07232052152169313,0.0,no trend,-0.17367933220133425,0.0,POINT (36.3 -20.4),26.0,AFRICA,Land,E.Southern-Africa,ESAF
145,266,Glacier Ice,Glacier Ice,0.0,9840.0,9840.0,19.95943204868155,GHe913d7ac,-78.5,108.0,GlacierIce,dD,degC,T,annual,positive,0.0,0.054117861745098035,-0.14778968701960785,-0.09019138913725493,0.000695303568627445,0.04677336398039214,0.0262115524117647,0.0017731705882352879,-0.16804943982352946,0.4084314635239398,,,decreasing,-0.016697883092514108,-0.016697883092514108,decreasing,-0.0783627560385062,-0.0783627560385062,no trend,-0.007516823598424677,0.0,POINT (108 -78.49999999999999),44.0,POLAR,Land,E.Antarctica,EAN
146,267,Other,Other (uncalibrated),1540.0,11919.0,10379.0,152.63235294117646,RYyDb1URhtN,-5.7,11.23,MarineSediment,dinocyst,degC,T,annual,positive,,,,,,,,,,,,,increasing,0.9421295450388494,0.9421295450388494,no trend,0.7006568355952508,0.0,increasing,1.0257265274927092,1.0257265274927092,POINT (11.23 -5.699999999999999),22.0,AFRICA,Land,Central-Africa,CAF
147,268,Other,Other (uncalibrated),325.0,11780.0,11455.0,48.538135593220346,T2L_PC6_uk37_SST_from_uk37,40.4,143.5,MarineSediment,alkenone,degC,T,annual,positive,0.0,0.4643504848341209,1.0242472616621043,0.7983152853288065,0.9673297966743136,0.8680294086674945,1.2530459221093757,1.3184167666249245,0.2861678979385971,-0.3797139884001624,-1.7832373937853705,-3.653403099404031,decreasing,0.10605663782904416,0.10605663782904416,increasing,0.933648910847002,0.933648910847002,decreasing,-0.1571528054529142,-0.1571528054529142,POINT (143.5 40.4),35.0,ASIA,Land,E.Asia,EAS
148,271,Pollen,Pollen (uncalibrated),0.0,10699.0,10699.0,209.7843137254902,M2L1es9v20zP,68.27,-133.47,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.8396923076923084,-0.87025,-1.3520000000000003,-1.3840000000000003,-0.75,0.444,-1.3520000000000003,-1.1230000000000002,-1.3297499999999998,-1.3119999999999994,,no trend,0.08741490238865149,0.0,no trend,0.19528599271350508,0.0,no trend,0.273911471775881,0.0,POINT (-133.47 68.27),1.0,NORTH-AMERICA,Land,N.W.North-America,NWN
149,272,Pollen,Pollen (uncalibrated),73.65,8893.76,8820.11,187.66191489361702,PYTG8DTT9X6,68.65,16.38,LakeSediment,pollen,degC,T,7,positive,0.0,0.23791666666666697,0.1913809523809551,0.5434166666666673,0.7436666666666658,0.4636666666666685,1.0521666666666665,1.2021666666666668,1.4377916666666677,,,,decreasing,-0.18138132875010252,-0.18138132875010252,,,,decreasing,-0.1289733775993649,-0.1289733775993649,POINT (16.38 68.64999999999999),16.0,EUROPE,Land,N.Europe,NEU
150,275,Pollen,Pollen (uncalibrated),0.0,10008.7,10008.7,250.21750000000003,M2Lyvstpj8pP,45.92,-120.88,LakeSediment,pollen,degC,T,annual,positive,0.0,1.961833333333333,1.2254999999999998,4.23775,4.194833333333333,2.6455,2.14725,1.8396250000000005,2.4695000000000005,4.112500000000002,5.897499999999999,,decreasing,-0.2299321188392141,-0.2299321188392141,decreasing,-0.9093104894485476,-0.9093104894485476,decreasing,-0.7898419526651614,-0.7898419526651614,POINT (-120.88 45.92),3.0,NORTH-AMERICA,Land,W.North-America,WNA
151,276,Other,Other (uncalibrated),867.0,11775.0,10908.0,287.0526315789473,GH07da367f_SST_from_Uk37,38.4,13.6,MarineSediment,alkenone,degC,T,annual,positive,0.0,-1.4209207009166338,0.08909759145700136,0.9038556426161968,1.2866138659126314,-0.05304870854240207,0.8286743497082298,1.8763214179759231,2.2357694452420382,0.7983034428212505,1.0027533643896014,-2.247390888639336,no trend,-0.05270940627753523,0.0,no trend,0.5364979116436127,0.0,decreasing,-0.2941656776447585,-0.2941656776447585,POINT (13.6 38.39999999999999),19.0,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED
152,277,Other,Other (uncalibrated),13.0,6953.0,6940.0,81.6470588235294,T2L_GeoB33131_uk37_SST_from_uk37,-41.0,-74.3,MarineSediment,alkenone,degC,T,annual,positive,0.0,0.3436003109311745,0.268653263315791,0.5778421993157892,0.7663376704824589,0.8892556583157916,0.4841389999521546,,,,,,decreasing,-0.11506913948789972,-0.11506913948789972,,,,decreasing,-0.17464710131540231,-0.17464710131540231,POINT (-74.3 -41),13.0,SOUTH-AMERICA,Land,S.W.South-America,SWS
153,278,Other,Other (uncalibrated),85.0,6963.0,6878.0,43.531645569620245,T2L_GeoB33131_d18o_pachyderma_SST_from_d18o_pachyderma,-41.0,-74.3,MarineSediment,d18O,degC,T,annual,positive,0.0,0.008232581979164877,-0.2858362187152785,0.3235353198519739,0.022606168229167167,0.14602327406250026,0.9653784740625008,,,,,,decreasing,-0.11620580875180772,-0.11620580875180772,,,,no trend,-0.043147932807385096,0.0,POINT (-74.3 -41),13.0,SOUTH-AMERICA,Land,S.W.South-America,SWS
154,279,Other,Other (uncalibrated),1130.0,9920.0,8790.0,37.725321888412026,T2L_GeoB5901_2_uk37_SST_from_uk37,36.38,-7.0713,MarineSediment,alkenone,degC,T,annual,positive,,,,,,,,,,,,,decreasing,-0.1218371310010882,-0.1218371310010882,decreasing,-0.11669177300324585,-0.11669177300324585,decreasing,-0.12217197922590295,-0.12217197922590295,POINT (-7.071300000000001 36.38),19.0,EUROPE-AFRICA,Land-Ocean,Mediterranean,MED
155,280,Pollen,Pollen (uncalibrated),0.0,10279.7,10279.7,321.240625,M2L6h0g3irsP,68.38,-138.38,LakeSediment,pollen,degC,T,warmest month,positive,0.0,-0.5763333333333325,-0.5286666666666662,,-0.14266666666666694,0.6206969696969704,-0.11433333333333452,-0.3049999999999997,-0.7619999999999996,-0.15766666666666573,-0.6286666666666667,,no trend,0.013761234473889605,0.0,,,,no trend,-0.19606953912062852,0.0,POINT (-138.38 68.38),1.0,NORTH-AMERICA,Land,N.W.North-America,NWN
156,281,Pollen,Pollen (uncalibrated),0.0,10279.7,10279.7,321.240625,M2Lx11tsy4kP,68.38,-138.38,LakeSediment,pollen,degC,T,coldest month,positive,0.0,3.5093333333333323,4.299999999999999,,4.128999999999998,3.681999999999997,3.218999999999996,5.190333333333333,6.718999999999999,4.042999999999998,7.3569999999999975,,no trend,-0.5258408601308424,0.0,,,,no trend,-0.4818491336613488,0.0,POINT (-138.38 68.38),1.0,NORTH-AMERICA,Land,N.W.North-America,NWN
157,282,Pollen,Pollen (uncalibrated),0.0,10279.7,10279.7,321.240625,M2L9ewaug0vP,68.38,-138.38,LakeSediment,pollen,degC,T,annual,positive,0.0,1.7750000000000004,2.1705000000000005,,2.141,2.416090909090909,1.71,2.7223333333333337,3.4019999999999997,2.1830000000000003,3.814000000000001,,no trend,-0.28334476429731875,0.0,,,,no trend,-0.3670893959994112,0.0,POINT (-138.38 68.38),1.0,NORTH-AMERICA,Land,N.W.North-America,NWN
158,284,Pollen,Pollen (uncalibrated),8.52,10986.47,10977.95,52.77860576923078,RgkQUSYm0tI,52.58,19.35,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.013341269661109934,-0.22496732000816969,2.0162091510800675,5.25751587351389,3.920211639953703,3.1134444442388887,1.4740685049546798,-0.4610714280277772,-0.9258769838111104,-4.798428931895201,,increasing,0.3733296104955594,0.3733296104955594,increasing,1.8238419815068918,1.8238419815068918,decreasing,-0.9975998205168896,-0.9975998205168896,POINT (19.35 52.58),17.0,EUROPE,Land,West&Central-Europe,WCE
159,286,Other,Other (uncalibrated),177.0,11733.0,11556.0,444.46153846153845,T2L_MD02_2594_mgca_ruber_SST_from_mgca_ruber,-34.71,17.338,MarineSediment,Mg/Ca,degC,T,"12,1,2",positive,0.0,-0.7516500000000015,-0.8248500000000051,-0.6098000000000035,-0.3443500000000021,-1.4288000000000023,-2.2360000000000038,-1.2933833333333349,-2.2250000000000014,-1.2992000000000026,-0.4733166666666726,-1.3676500000000011,no trend,0.07615236585541693,0.0,no trend,-0.2127944603043945,0.0,no trend,0.21204458554097336,0.0,POINT (17.338 -34.71),25.0,AFRICA,Land,W.Southern-Africa,WSAF
160,287,Other,Other (uncalibrated),177.0,11733.0,11556.0,444.46153846153845,T2L_MD02_2594_d18o_ruber_SST_from_d18o_ruber,-34.71,17.338,MarineSediment,d18O,degC,T,annual,positive,0.0,-0.4932967932332524,-0.6951972333241514,-0.25777237544270193,0.1420098207530991,-0.1044038890199026,-0.1822508839648016,0.01683611182712852,-0.2434351278896543,-0.4707957407590016,-0.0810822332359713,-0.3564972070003023,no trend,-0.003634846826418785,0.0,no trend,0.04305781085197617,0.0,no trend,-0.01801808523802027,0.0,POINT (17.338 -34.71),25.0,AFRICA,Land,W.Southern-Africa,WSAF
161,289,Pollen,Pollen (uncalibrated),144.06,10063.66,9919.6,96.30679611650486,RoNOJ66CLPP,52.56,17.39,LakeSediment,pollen,degC,T,annual,positive,0.0,-0.10452380882638757,-0.907965368161614,3.7475541125656586,4.066450215292932,3.790793651111111,3.7990476193968266,0.758928570527778,0.3740476186825399,-2.892227891674602,-6.168809522388887,,no trend,0.16670793712083015,0.0,increasing,2.247137788629685,2.247137788629685,decreasing,-0.9594176446081909,-0.9594176446081909,POINT (17.39 52.56),17.0,EUROPE,Land,West&Central-Europe,WCE
