TSid,createdBy,dataSetName,siteName,countryOcean,lat,lon,elevation,pub1_year,pub1_authors,pub1_title,pub1_journal,pub1_pages,pub1_issue,pub1_volume,pub1_doi,pub2_doi,originalDataUrl,neotomaDatasetId,archiveType,proxyGeneral,proxy,proxyDetail,calibration_method,calibration_seasonality,paleoDataNotes,variableName,units,datum,climateVariable,climateVariableDetail,seasonality,seasonGeneral,meanHoloceneValue,direction,minYear,maxYear,medianHoloceneResolution,agesPerKyr,otherAgesPerKyr,inThisCompilation,QC Certification,QC comments,link to lipdverse,changelogNotes
WEBf46bc2c2,lipd.net,Titicaca.Fornace.2014,Lake Titicata,South America>Bolivia,-15.9368,-69.1601,3780,2014,"Fornace, Kyrstin L.","A 60,000-year record of hydrologic variability in the Central Andes from the hydrogen isotopic composition of leaf waxes in Lake Titicaca sediments",Earth and Planetary Science Letters,263-271,,408,10.1016/j.epsl.2014.10.024,10.1016/j.yqres.2007.07.008,https://www.ncei.noaa.gov/access/paleo-search/study/17419,,LakeSediment,isotope,dDwax,C28 n-alkanoic acid,VSMOW,,"""we interpret past δDp variability on the Altiplano as a reasonable indicator of regional SASM precipitation intensity that integrates the effects of rainout in both the Amazon Basin and Central Andes....the Central Andes are particularly sensitive to variability in the South American Summer Monsoon (SASM),...precipitation δD is the primary control on δDwax with a lesser but significant role for local evapotranspiration and other secondary influences on δDwax. The Titicaca δDwax record confirms overall wetter conditions in the Central Andes during the last glacial period relative to a drier Holocene. ..For interpretation of past precipitation variability, we opted to focus on n-C28 δD as the more concentrated compound and generally more robust signal during δD measurement."" (Fornace et al., 2014)",nC28_dD,permil,,P,@surface,"12,1,2",summerOnly,-151.945,negative,284,61724,260,0,0,TRUE,CH,,,
WEB1f2d5fc5,lipd.net,TLakePalau.Sachs.2018,"T Lake, Palau",Ocean>Pacific Ocean>Western Pacific Ocean>Micronesia>Palau,7.3045,134.4385,0,2018,"Sachs, J. P.",Southward Shift of the Pacific ITCZ During the Holocene,Paleoceanography and Paleoclimatology,1383-1395,,33,10.1029/2018PA003469,,https://www.ncei.noaa.gov/access/paleo-search/study/28650,,LakeSediment,isotope,dDwax,,,,"""Hydrogen isotope ratios ofmicroalgal lipids in marine lakes ofPalau reflect rainfall change...A 50 per mil increase in the hydrogenisotope ratio of dinosterol between7.7 and 4.5 ka BP indicates drying ofPalau""",d2H,permil (VSMOW),,P,amount@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,-293.1395349,negative,177,10432,177.5,0,0,TRUE,CH,Update to change 999 values to NaN,http://lipdverse.org/HoloceneHydroclimate/0_4_0/TLakePalau.Sachs.2018.html,
WEB843e2ae7-dup,lipd.net,TML1.Lamy.2010,Lake Tamar,South America>Chile,-52.9035,-73.8019,35,2004,"Fesq-Martin, Martinus","Late-glacial and Holocene vegetation history of the Magellanic rain forest in southwestern Patagonia, Chile",Vegetation History and Archaeobotany,249-255,4,13,10.1007/s00334-004-0047-6,,https://doi.org/10.1594/PANGAEA.760035,,LakeSediment,pollen,pollen,,,,"general paleoclimatic interpretation of the pollen data clearly supports a climatic interpretation of the high relative percentages of Misodendron during the more humid early Holocene...Ourpollen data from Lake Tamar support the idea of an underlyingclimatic driving mechanism in the genesis of the mass flow layers,and offer additional precipitation and wind strength-related proxyrecord""""",Misodendron,percent,,P,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,4.817385,positive,-44.85,12362.43,284.22,0,0,TRUE,CH,,http://lipdverse.org/HoloceneHydroclimate/0_4_0/TML1.Lamy.2010.html,
WEBc7a2aaa7,lipd.net,TML1.Lamy.2010,Lake Tamar,South America>Chile,-52.9035,-73.8019,35,2004,"Fesq-Martin, Martinus","Late-glacial and Holocene vegetation history of the Magellanic rain forest in southwestern Patagonia, Chile",Vegetation History and Archaeobotany,249-255,4,13,10.1007/s00334-004-0047-6,,https://doi.org/10.1594/PANGAEA.760035,,LakeSediment,biophysical,TOC,,,,"we use the AR of terrestrial organic carbon as our main paleo-precipitation proxy.""",Acc Rate TOC,g/cm2/ka,,P,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1.04080397,positive,665,12995,142.87,0,0,TRUE,CH,,http://lipdverse.org/HoloceneHydroclimate/0_4_0/TML1.Lamy.2010.html,
S2LRK7EQh5SRKh,sisal2lipd,Tonnelnayacave.Cheng.2016,Tonnel<92>naya cave,Asia>Southcentral Asia>Uzbekistan,38.4,67.23,3226,2016,,,,,,,10.1038/srep36975,,https://doi.org/10.17864/1947.256,,Speleothem,isotope,d13C,calcite,,,"""δ13C and trace element data essentially reflect local P-E conditions at cave areas that may have large spatial disparity"" (Cheng et al., 2016)",d13C,permil,,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1.583351978,negative,-58.11925255,114822.0606,34.04398056,0,0,TRUE,CH,TON-2 Covers Holocene,http://lipdverse.org/HoloceneHydroclimate/0_4_0/Tonnelnayacave.Cheng.2016.html,
LPDdf6e03fa,matlab,TorontoLake.Wolfe.1996,Toronto,North America>Canada>Northwest Territories,63.7167,-109.35,414,1996,,"Rapid Holocene hydrologic change along boreal treeline revealed by δ13C and δ18O in organic lake sediments, Northwest Territories, Canada",,,,,10.1007/BF00196779,,https://www.ncei.noaa.gov/access/paleo-search/study/15444,,LakeSediment,isotope,d18O,cellulose,,,"""Specifically, the tundra to forest-tundra transition was marked by increasingly depleted 6180 of sediment cellulose, a proxy for lake water oxygen isotopic composition, and was attributed to progressively rising inflow:evaporation ratio.""",d18O,permil,VSMOW,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,-16.25345614,negative,88,8498,133,0,0,TRUE,CH,,http://lipdverse.org/HoloceneHydroclimate/0_4_0/TorontoLake.Wolfe.1996.html,
WEB371c0497,lipd.net,TsoKar.Demske.2009,Tso Kar,Asia>Southcentral Asia>India,33.1667,78,4527,2009,"Demske, Dieter","Late glacial and Holocene vegetation, Indian monsoon and westerly circulation in the Trans-Himalaya recorded in the lacustrine pollen sequence from Tso Kar, Ladakh, NW India","Palaeogeography, Palaeoclimatology, Palaeoecology",172-185,4-Mar,279,10.1016/j.palaeo.2009.05.008,,https://doi.org/10.1594/PANGAEA.717128,,LakeSediment,pollen,pollen,ratio,,,"The pollen percentage ratio of Artemisia to Chenopodiaceae (A/C) is used to reconstruct variations of effective moisture, assuming that Chenopodiaceae species prevail under more arid conditions including saline growing sites, while Artemisia species are more abundant in moister steppe",A/C Ratio,unitless,,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,8.16875,positive,-8,15085,329,0,0,TRUE,CH,,http://lipdverse.org/HoloceneHydroclimate/0_4_0/TsoKar.Demske.2009.html,
GH2b8af51c,matlab,TsoMoriri.Leipe.2013,TsoMoriri,Asia>Southcentral Asia>India,32.9294,78.3233,4527,2014,"Leipe, Christian",A Holocene pollen record from the northwestern Himalayan lake Tso Moriri: Implications for palaeoclimatic and archaeological research,Quaternary International,,,348,10.1016/j.quaint.2013.05.005,,https://doi.org/10.1594/PANGAEA.808958,,LakeSediment,pollen,pollen,A/C ratio,Exponential Regression,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,405.0734177,positive,0,12031,154,0,0,TRUE,CH,"The A/C ratio curves from (A) Tso Kar (TK 106, TK 223, after Demske et al., 2009) and from (B) Tso Moriri (TMD, this study), along with the 16 most prominent levels (open circles), which helped to correlate the two pollen records and construct (C) the age–depth model (black line and equation) for the Tso Moriri composite TMD core.",http://lipdverse.org/HoloceneHydroclimate/0_4_0/TsoMoriri.Leipe.2013.html,
PYTJINRZ45D,matlab,Tsuolbmajavri.Korhola.2002,Tsuolbmajavri,Europe>Northern Europe>Scandinavia>Sweden,68.41,22.05,526,2002,"Korhola, A.; Vasko,K.; Toivonen, H.; Olander, H.",Holocene temperature changes in northern Fennoscandia reconstructed from chironomids using Bayesian modelling,Quaternary Science Reviews,1841-1860,16-17,21,10.1016/S0277-3791(02)00003-3,10.5194/cp-10-1605-2014,https://www.ncei.noaa.gov/access/paleo-search/study/15444,10.21233/3hey-1169,LakeSediment,pollen,pollen,assemblage,WA-PLS,,,precipitation,mm/a,abs,P,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,502.9764741,positive,-45,8967,67,0.887705282,0,TRUE,,,http://lipdverse.org/HoloceneHydroclimate/0_4_0/Tsuolbmajavri.Korhola.2002.html,
OLS_RDo2ZhhzvEJ,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Turkana.Butzer.1972,Turkana,Africa>Eastern Africa>Ethiopia,5,36,375,1972,"Butzer, K.W., G.L. Isaac, J.L. Richardson and C.Washbourn-Kamau","50 Butzer, K.W., G.L. Isaac, J.L. Richardson and C.Washbourn-Kamau, 1972. Radiocarbon dating of east African lake levels.Science 175 : 1069-1076.",,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1.6,negative,494.5,34898.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Turkana.Butzer.1972.html,
OLS_RIAO1405W9b,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Tyrrell.Bowler.1986,Tyrrell,Australia/New Zealand>Australia,-35.33,142.78,42,1986,"Bowler, J.M. and J.T. Teller","Quaternary evaporites and hydrological changes,Lake Tyrrell, north-west Victoria. AustralianJournal of Earth Sciences 33 : 43-63.",,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1.6,negative,494.5,34898.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Tyrrell.Bowler.1986.html,
S2LR6SqowycH0Q,sisal2lipd,Uluu-Toocave.Wolff.2017,Uluu-Too cave,Asia>Southcentral Asia>Uzbekistan,40.4,72.35,1490,2017,,,,,,,10.1177/0959683616652711,,https://doi.org/10.17864/1947.256,,Speleothem,isotope,d18O,calcite,,,"""Uluu-2 δ18O record reflect interannual fluctuations in mean annual precipitation, in particular the winter/spring rainfall contribution...δ18O record can be interpreted as reflecting centennial variations in mean annual isotopic com- position of recharging precipitation related to interannual/decadal variability in air mass dynamics, most probably during an intensi- fied Westerlies regime, and vice versa."" (Wolff et al., 2017)",d18O,permil,,P,@surface,"11,12,1,2,3,4,5,6",winterOnly,-10.82962922,negative,24.1441,4696.2967,1.9095,0,0,TRUE,CH,,http://lipdverse.org/HoloceneHydroclimate/0_4_0/Uluu-Toocave.Wolff.2017.html,
GH31325f74,matlab,UnitLake.Camill.2012,Unit,North America>Canada>Manitoba,59.404,-97.493,294,2012,"Camill, Philip","Holocene climate change and landscape development from a low-Arctic tundra lake in the western Hudson Bay region of Manitoba, Canada",Journal of Paleolimnology,175-192,1,48,10.1007/s10933-012-9619-0,,https://www.ncei.noaa.gov/access/paleo-search/study/13097,,LakeSediment,biophysical,ARM/IRM,ratio,,,; paleoData_proxy changed - was originally arm_irm,arm_irm,unitless,ratio,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,0.073783251,positive,-60.507,8751.728,43.5275,0,0,TRUE,CH,from Arctic holocene,http://lipdverse.org/globalHolocene/current_version/UnitLake.Camill.2012.html,
LPDe806555f,matlab,UpperPintoFen.Yu.2003,Upper Pinto Fen,North America>Canada>Alberta,53.5833,-118.0167,1310,2003,"Yu, Zicheng",Carbon sequestration in western Canadian peat highly sensitive to Holocene wet-dry climate cycles at millennial timescales,The Holocene,801-808,6,13,10.1191/0959683603hl667ft,,https://www.ncei.noaa.gov/access/paleo-search/study/13665,,Peat,biophysical,DBD,dry bulk density,,,"wet/dry; ""). Wet periods of 200–600 yr in duration, especially at ~6900, 5500 and 4000 cal. BP, correlate with rapid peat accumulation,""",peatFlux,g/cm3,abs,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,0.126761307,negative,-50,8017,19.8,0,0,TRUE,SHA,SHA LiPD link does not work; I have fixed the chrondata in the csv file but need to change the lipd,http://lipdverse.org/globalHolocene/current_version/UpperPintoFen.Yu.2003.html,
OLS_RnQ2dbxrFsX,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Urmia.Kelts.1986,Urmia,Asia>Southcentral Asia>Iran,37.63,45.5,1284,1987,"Kelts, K.,",Personal communication,,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1.2,negative,494.5,16293.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Urmia.Kelts.1986.html,
OLS_RuVLAvVu5OP,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Vera.Bradbury.1986b,Vera,Australia/New Zealand>Australia,-42.27,145.87,560,1986,"Bradbury, J.P.,",Late Pleistocene and Holocene paleolimnology oftwo mountain lakes in western Tasmania. Palaios 1 : 381-388.,,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1.4,negative,494.5,14693.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Vera.Bradbury.1986b.html,
WEB7ebd522d,lipd.net,Voelvlei.Strobel.2021,VOV16,Africa>Southern Africa>South Africa,-34.259,21.826,5,2021,"Strobel, Paul","Holocene sea level and environmental change at the southern Cape – an 8.5 kyr multi-proxy paleoclimate record from Lake Voelvlei, South Africa",Climate of the Past,1567-1586,4,17,10.5194/cp-17-1567-2021,,https://doi.org/10.1594/PANGAEA.935616,,LakeSediment,isotope,d13Cwax,C31 n-alkane,,,"""δ13Cn-alkaneis a suitable proxy to infer past changes inthe vegetation composition (e.g. Diefendorf and Freimuth,2017) as well as variations in plant water use efficiency andthus drought stress (Diefendorf and Freimuth, 2017; Strucket al., 2020). Therefore, using the climatic information fromboth leaf wax isotopes enables climate reconstructions basedClim. Past, 17, 1567–1586, 2021https://doi.org/10.5194/cp-17-1567-2021""",δ13C n-alkanes,‰ PDB,,P-E,moisture@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,-25.80486111,positive,838,8428,53,,,TRUE,CH,,http://lipdverse.org/HoloceneHydroclimate/0_4_0/Voelvlei.Strobel.2021.html,
WEBc8473abd,matlab,WA01.Rainville.2013,WA01,North America>Canada>Yukon Territory,61.2447,-136.9264,1000,2013,"Rainville, Rebecca A.","Holocene environmental history of the Aishihik Region, Yukon, Canada",Canadian Journal of Earth Sciences,397-405,4,50,10.1139/cjes-2012-0103,,https://www.ncei.noaa.gov/access/paleo-search/study/18435,,LakeSediment,biophysical,TOC,bulk sediment,,,LOI,LOI,percent,abs,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,45.30080769,negative,-57.925,12906.275,44.414,0.580531062,2.487990264,TRUE,CR,,http://lipdverse.org/HoloceneHydroclimate/0_4_0/WA01.Rainville.2013.html,
WEBaa6ac386,lipd.net,WAISDivide.Cuffey.2016,WAIS Divide,Antarctica,-79.4676,-112.08,1806,2016,"Cuffey, Kurt M.; Clow, Gary D.; Steig, Eric J.; Buizert, Christo; Fudge, T. J.; Koutnik, Michelle; Waddington, Edwin D.; Alley, Richard B.; Severinghaus, Jeffrey P.",Deglacial temperature history of West Antarctica,Proceedings of the National Academy of Sciences,14249 14254,50,113,10.1073/pnas.1609132113,10.1002/2016GL068356,https://doi.org/10.15784/600377,,GlacierIce,biophysical,ice accumulation,Accumulation,,,"""For the West and East Antarctic Ice Sheets, mass loss from surface melt is negligible, and we will use the term accumulation to mean the net surface mass balance (precipitation minus sublimation)"" -Fudge et al., 2016",accumulation,mm/a,abs,P-E,precipitation@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,220.7006546,positive,-56.5,31246.5,1,,,TRUE,CH,,http://lipdverse.org/HoloceneHydroclimate/0_4_0/WAISDivide.Cuffey.2016.html,
OLS_RzqaAnmlHbH,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Walker.Hevly.1985,Walker,North America>United States Of America>Arizona,35.5,-111.67,2700,1981,"Long, A. and A.B. Muller",Arizona radiocarbon dates X. Radiocarbon 23 : 191- 217.,,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,2.1,negative,494.5,31448.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Walker.Hevly.1985.html,
OLS_Roe2Ri2GOD9,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Wanum.GarrettJones.1979,Wanum,Pacific Ocean>South Pacific Ocean>Melanesia>Papua New Guinea,-6.63,146.78,35,1979,"Garrett-Jones, S.","Holocene Vegetation and Lake Sedimentation in the Markham Valley, PNG. Ph.D. thesis, AustralianNational University, Canberra.",,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1.8,negative,494.5,12333.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Wanum.GarrettJones.1979.html,
OLS_RXKCFWVRanL,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Washburn.Winkler.1985c,Washburn,North America>United States Of America>Wisconsin,43.53,-89.65,248,1985,"Winkler, M.G.","Late-Glacial and Holocene Environmental History of South-Central Wisconsin : A Study of Upland and Wetland Ecosystems. Ph.D. thesis, University of Wisconsin-Madison, Madison, 261pp.",,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,2.2,negative,494.5,12333.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Washburn.Winkler.1985c.html,
S2LRQTAjCiqPX4,sisal2lipd,Wazpretticave.Williams.2005,Wazpretti cave,Australia/New Zealand>New Zealand,-42.1,171.4,95,2005,,,,,,,10.1016/j.epsl.2004.10.024,,https://doi.org/10.17864/1947.256,,Speleothem,isotope,d13C,calcite,,,"""Increased plant growth associated with climatic amelioration during the late- glacial early Holocene transition saw a marked decrease in d13Cc values [50], and wet conditions are also associated with reduced values...13C is interpreted as responding negatively to increases in atmospheric CO2 concentration, biological activity and precipitation amount."" (Williams et al., 2005)",d13C,permil,,P-E,@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,-7.431198272,negative,4928.4055,13410.6542,62.2668,0,0,TRUE,CH,"Included in multi-site composite from WNA: ""SouthIsland.Williams.2005""",http://lipdverse.org/HoloceneHydroclimate/0_4_0/Wazpretticave.Williams.2005.html,
OLS_Rh1QgEylyEm,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Weber.Fries.1962,Weber,North America>United States Of America>Minnesota,47.47,-91.65,559,1962,"Fries, M.,","Pollen profiles of Late Pleistocene and recentsediments at Weber Lake, northeastern Minnesota.Ecology 43 : 295-308.",,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,2.1,negative,494.5,13383.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Weber.Fries.1962.html,
OLS_RtESqFQmPOU,http://github.com/nickmckay/oxfordLakeStatus2Lipd,Wedge.Macdonald.1982,Wedge,North America>Canada>Alberta,50.87,-115.17,1500,1982,"MacDonald, G.M.",Late Quaternary palaeoenvironments of the MorleyFlats and Kananaskis Valley of southwest Alberta. Canadian Journal of Earth Sciences 19 : 23-35.,,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,1.4,negative,494.5,12333.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/Wedge.Macdonald.1982.html,
OLS_R4QPDsP0JVX,http://github.com/nickmckay/oxfordLakeStatus2Lipd,White.Watts.1980a,White,North America>United States Of America>South Carolina,34.16,-80.76,90,1980,"Watts, W.A.",Late-Quaternary vegetation history at White Pondon the Inner Coastal Plain of South Carolina.Quaternary Research 13 : 187-199.,,,,,"Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.",,ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/,,LakeDeposits,lakeLevel,lakeLevel,LakeDeposits,,,"1 = LOW (0-15% of the total altitudinal range of fluctuation, including dry lakes); 2 INTERMEDIATE (15-70%); 3 = HIGH (70-100%, including overflowing lakes)",lakeStatus,unitless index,anom,P-E,LakeLevel@surface,"1,2,3,4,5,6,7,8,9,10,11,12",Annual,2.9,negative,494.5,23468.5,1149,,,TRUE,CH,>=10 Holocene dates and >= 2 data change points),http://lipdverse.org/HoloceneHydroclimate/0_4_0/White.Watts.1980a.html,
